,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
0,2021-09-17 00:00:00,0,70,home,home,0.7294,0.7294,0.0,0.0,0.0
1,2021-09-17 17:30:00,70,2,driving,,0.7294,0.6908,-0.5404,0.0,0.0
2,2021-09-17 18:00:00,72,2,shopping,public,0.6908,0.6908,0.0,0.0,0.0
3,2021-09-17 18:30:00,74,2,driving,,0.6908,0.6099,-1.1326,0.0,0.0
4,2021-09-17 19:00:00,76,57,home,home,0.6099,0.6099,0.0,0.0,0.0
5,2021-09-18 09:15:00,133,2,driving,,0.6099,0.5629,-0.658,0.0,0.0
6,2021-09-18 09:45:00,135,2,private,public,0.5629,0.5629,0.0,0.0,0.0
7,2021-09-18 10:15:00,137,3,driving,,0.5629,0.3431,-3.0772,0.0,0.0
8,2021-09-18 11:00:00,140,16,home,home,0.3431,0.3431,0.0,0.0,0.0
9,2021-09-18 15:00:00,156,2,driving,,0.3431,0.2579,-1.1928,0.0,0.0
10,2021-09-18 15:30:00,158,8,shopping,public,0.2579,0.2579,0.0,0.0,0.0
11,2021-09-18 17:30:00,166,10,driving,,0.2579,0.0,-3.6106,0.0,0.0
12,2021-09-18 20:00:00,176,56,leisure,public,0.0,0.0,0.0,0.0,0.0
13,2021-09-19 10:00:00,232,1,driving,,0.0,0.0,0.0,0.0,0.0
14,2021-09-19 10:15:00,233,82,home,home,0.0,0.0,0.0,0.0,0.0
15,2021-09-20 06:45:00,315,1,driving,,0.0,0.0,0.0,0.0,0.0
16,2021-09-20 07:00:00,316,28,work,work,0.0,0.0,0.0,0.0,0.0
17,2021-09-20 14:00:00,344,1,driving,,0.0,0.0,0.0,0.0,0.0
18,2021-09-20 14:15:00,345,5,private,public,0.0,0.0,0.0,0.0,0.0
19,2021-09-20 15:30:00,350,3,driving,,0.0,0.0,0.0,0.0,0.0
20,2021-09-20 16:15:00,353,1,leisure,public,0.0,0.0,0.0,0.0,0.0
21,2021-09-20 16:30:00,354,5,driving,,0.0,0.0,0.0,0.0,0.0
22,2021-09-20 17:45:00,359,65,home,home,0.0,0.0,0.0,0.0,0.0
23,2021-09-21 10:00:00,424,5,driving,,0.0,0.0,0.0,0.0,0.0
24,2021-09-21 11:15:00,429,5,shopping,public,0.0,0.0,0.0,0.0,0.0
25,2021-09-21 12:30:00,434,2,driving,,0.0,0.0,0.0,0.0,0.0
26,2021-09-21 13:00:00,436,2,home,home,0.0,0.0,0.0,0.0,0.0
27,2021-09-21 13:30:00,438,2,driving,,0.0,0.0,0.0,0.0,0.0
28,2021-09-21 14:00:00,440,3,shopping,public,0.0,0.0,0.0,0.0,0.0
29,2021-09-21 14:45:00,443,1,driving,,0.0,0.0,0.0,0.0,0.0
30,2021-09-21 15:00:00,444,8,private,public,0.0,0.0,0.0,0.0,0.0
31,2021-09-21 17:00:00,452,1,driving,,0.0,0.0,0.0,0.0,0.0
32,2021-09-21 17:15:00,453,51,home,home,0.0,0.0,0.0,0.0,0.0
33,2021-09-22 06:00:00,504,1,driving,,0.0,0.0,0.0,0.0,0.0
34,2021-09-22 06:15:00,505,102,work,work,0.0,0.0,0.0,0.0,0.0
35,2021-09-23 07:45:00,607,1,driving,,0.0,0.0,0.0,0.0,0.0
36,2021-09-23 08:00:00,608,28,school,public,0.0,1.0,14.0,3.7,2.4606
37,2021-09-23 15:00:00,636,9,driving,,1.0,0.1004,-12.5944,0.0,0.0
38,2021-09-23 17:15:00,645,69,home,home,0.1004,0.1004,0.0,0.0,0.0
39,2021-09-24 10:30:00,714,1,driving,,0.1004,0.0998,-0.0084,0.0,0.0
40,2021-09-24 10:45:00,715,7,private,public,0.0998,0.0998,0.0,0.0,0.0
41,2021-09-24 12:30:00,722,41,driving,,0.0998,0.0,-1.3972,0.0,0.0
42,2021-09-24 22:45:00,763,51,home,home,0.0,0.0,0.0,0.0,0.0
43,2021-09-25 11:30:00,814,1,driving,,0.0,0.0,0.0,0.0,0.0
44,2021-09-25 11:45:00,815,3,private,public,0.0,0.0,0.0,0.0,0.0
45,2021-09-25 12:30:00,818,1,driving,,0.0,0.0,0.0,0.0,0.0
46,2021-09-25 12:45:00,819,15,shopping,public,0.0,0.0,0.0,0.0,0.0
47,2021-09-25 16:30:00,834,1,driving,,0.0,0.0,0.0,0.0,0.0
48,2021-09-25 16:45:00,835,54,home,home,0.0,0.0,0.0,0.0,0.0
49,2021-09-26 06:15:00,889,1,driving,,0.0,0.0,0.0,0.0,0.0
50,2021-09-26 06:30:00,890,9,private,public,0.0,0.0,0.0,0.0,0.0
51,2021-09-26 08:45:00,899,1,driving,,0.0,0.0,0.0,0.0,0.0
52,2021-09-26 09:00:00,900,23,work,work,0.0,0.0,0.0,0.0,0.0
53,2021-09-26 14:45:00,923,2,driving,,0.0,0.0,0.0,0.0,0.0
54,2021-09-26 15:15:00,925,5,private,public,0.0,0.0,0.0,0.0,0.0
55,2021-09-26 16:30:00,930,1,driving,,0.0,0.0,0.0,0.0,0.0
56,2021-09-26 16:45:00,931,96,home,home,0.0,0.0,0.0,0.0,0.0
57,2021-09-27 16:45:00,1027,3,driving,,0.0,0.0,0.0,0.0,0.0
58,2021-09-27 17:30:00,1030,6,leisure,public,0.0,0.0,0.0,0.0,0.0
59,2021-09-27 19:00:00,1036,10,driving,,0.0,0.0,0.0,0.0,0.0
60,2021-09-27 21:30:00,1046,78,home,home,0.0,0.0,0.0,0.0,0.0
61,2021-09-28 17:00:00,1124,1,driving,,0.0,0.0,0.0,0.0,0.0
