,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
62,2021-09-28 17:15:00,1125,4,shopping,public,0.0,0.0,0.0,0.0,0.0
63,2021-09-28 18:15:00,1129,4,driving,,0.0,0.0,0.0,0.0,0.0
64,2021-09-28 19:15:00,1133,47,private,public,0.0,0.0,0.0,0.0,0.0
65,2021-09-29 07:00:00,1180,1,driving,,0.0,0.0,0.0,0.0,0.0
66,2021-09-29 07:15:00,1181,34,work,work,0.0,0.0,0.0,0.0,0.0
67,2021-09-29 15:45:00,1215,5,driving,,0.0,0.0,0.0,0.0,0.0
68,2021-09-29 17:00:00,1220,21,private,public,0.0,0.0,0.0,0.0,0.0
69,2021-09-29 22:15:00,1241,1,driving,,0.0,0.0,0.0,0.0,0.0
70,2021-09-29 22:30:00,1242,79,home,home,0.0,0.0,0.0,0.0,0.0
71,2021-09-30 18:15:00,1321,2,driving,,0.0,0.0,0.0,0.0,0.0
72,2021-09-30 18:45:00,1323,21,shopping,public,0.0,0.969,13.566,11.0,2.5839
