,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
62,2021-09-27 11:45:00,1007,76,home,home,0.8565,0.8565,0.0,0.0,0.0
63,2021-09-28 06:45:00,1083,2,driving,,0.8565,0.8421,-1.296,0.0,0.0
64,2021-09-28 07:15:00,1085,27,work,work,0.8421,0.8421,0.0,0.0,0.0
65,2021-09-28 14:00:00,1112,3,driving,,0.8421,0.8127,-2.646,0.0,0.0
66,2021-09-28 14:45:00,1115,18,home,home,0.8127,0.8127,0.0,0.0,0.0
67,2021-09-28 19:15:00,1133,2,driving,,0.8127,0.7906,-1.989,0.0,0.0
68,2021-09-28 19:45:00,1135,49,work,work,0.7906,1.0,18.846,22.0,8.0422
69,2021-09-29 08:00:00,1184,1,driving,,1.0,0.9968,-0.288,0.0,0.0
70,2021-09-29 08:15:00,1185,17,leisure,public,0.9968,0.9968,0.0,0.0,0.0
71,2021-09-29 12:30:00,1202,1,driving,,0.9968,0.9967,-0.009,0.0,0.0
72,2021-09-29 12:45:00,1203,8,home,home,0.9967,0.9967,0.0,0.0,0.0
73,2021-09-29 14:45:00,1211,1,driving,,0.9967,0.991,-0.513,0.0,0.0
74,2021-09-29 15:00:00,1212,2,business,public,0.991,0.991,0.0,0.0,0.0
75,2021-09-29 15:30:00,1214,15,driving,,0.991,0.9533,-3.393,0.0,0.0
76,2021-09-29 19:15:00,1229,7,private,public,0.9533,0.9533,0.0,0.0,0.0
77,2021-09-29 21:00:00,1236,2,driving,,0.9533,0.9379,-1.386,0.0,0.0
78,2021-09-29 21:30:00,1238,32,home,home,0.9379,0.9379,0.0,0.0,0.0
79,2021-09-30 05:30:00,1270,11,driving,,0.9379,0.8564,-7.335,0.0,0.0
80,2021-09-30 08:15:00,1281,13,work,work,0.8564,0.8564,0.0,0.0,0.0
81,2021-09-30 11:30:00,1294,2,driving,,0.8564,0.8328,-2.124,0.0,0.0
82,2021-09-30 12:00:00,1296,48,leisure,public,0.8328,0.8328,0.0,0.0,0.0
