,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
0,2021-09-17 00:00:00,0,53,home,home,0.8808,0.8808,0.0,0.0,0.0
1,2021-09-17 13:15:00,53,12,driving,,0.8808,0.7265,-13.887,0.0,0.0
2,2021-09-17 16:15:00,65,3,business,public,0.7265,0.7265,0.0,0.0,0.0
3,2021-09-17 17:00:00,68,1,driving,,0.7265,0.7222,-0.387,0.0,0.0
4,2021-09-17 17:15:00,69,68,home,home,0.7222,1.0,25.002,11.0,8.6124
5,2021-09-18 10:15:00,137,2,driving,,1.0,0.9866,-1.206,0.0,0.0
6,2021-09-18 10:45:00,139,19,private,public,0.9866,0.9866,0.0,0.0,0.0
7,2021-09-18 15:30:00,158,1,driving,,0.9866,0.9818,-0.432,0.0,0.0
8,2021-09-18 15:45:00,159,78,leisure,public,0.9818,0.9818,0.0,0.0,0.0
9,2021-09-19 11:15:00,237,45,driving,,0.9818,0.625,-32.112,0.0,0.0
10,2021-09-19 22:30:00,282,36,home,home,0.625,1.0,33.75,11.0,9.1693
11,2021-09-20 07:30:00,318,4,driving,,1.0,0.9353,-5.823,0.0,0.0
12,2021-09-20 08:30:00,322,38,work,work,0.9353,0.9353,0.0,0.0,0.0
13,2021-09-20 18:00:00,360,1,driving,,0.9353,0.9305,-0.432,0.0,0.0
14,2021-09-20 18:15:00,361,3,leisure,public,0.9305,0.9305,0.0,0.0,0.0
15,2021-09-20 19:00:00,364,1,driving,,0.9305,0.9226,-0.711,0.0,0.0
16,2021-09-20 19:15:00,365,5,private,public,0.9226,0.9226,0.0,0.0,0.0
17,2021-09-20 20:30:00,370,1,driving,,0.9226,0.9225,-0.009,0.0,0.0
18,2021-09-20 20:45:00,371,72,home,home,0.9225,0.9225,0.0,0.0,0.0
19,2021-09-21 14:45:00,443,1,driving,,0.9225,0.8973,-2.268,0.0,0.0
20,2021-09-21 15:00:00,444,8,leisure,public,0.8973,0.8973,0.0,0.0,0.0
21,2021-09-21 17:00:00,452,6,driving,,0.8973,0.8806,-1.503,0.0,0.0
22,2021-09-21 18:30:00,458,2,private,public,0.8806,0.8806,0.0,0.0,0.0
23,2021-09-21 19:00:00,460,1,driving,,0.8806,0.861,-1.764,0.0,0.0
24,2021-09-21 19:15:00,461,44,home,home,0.861,0.861,0.0,0.0,0.0
25,2021-09-22 06:15:00,505,1,driving,,0.861,0.8567,-0.387,0.0,0.0
26,2021-09-22 06:30:00,506,14,business,public,0.8567,0.8567,0.0,0.0,0.0
27,2021-09-22 10:00:00,520,1,driving,,0.8567,0.8558,-0.081,0.0,0.0
28,2021-09-22 10:15:00,521,11,shopping,public,0.8558,0.8558,0.0,0.0,0.0
29,2021-09-22 13:00:00,532,2,driving,,0.8558,0.8218,-3.06,0.0,0.0
30,2021-09-22 13:30:00,534,16,business,public,0.8218,0.8218,0.0,0.0,0.0
31,2021-09-22 17:30:00,550,1,driving,,0.8218,0.8139,-0.711,0.0,0.0
32,2021-09-22 17:45:00,551,53,leisure,public,0.8139,0.8139,0.0,0.0,0.0
33,2021-09-23 07:00:00,604,2,driving,,0.8139,0.7879,-2.34,0.0,0.0
34,2021-09-23 07:30:00,606,34,work,work,0.7879,1.0,19.089,22.0,8.0995
35,2021-09-23 16:00:00,640,1,driving,,1.0,0.9943,-0.513,0.0,0.0
36,2021-09-23 16:15:00,641,2,home,home,0.9943,0.9943,0.0,0.0,0.0
37,2021-09-23 16:45:00,643,1,driving,,0.9943,0.9926,-0.153,0.0,0.0
38,2021-09-23 17:00:00,644,4,shopping,public,0.9926,0.9926,0.0,0.0,0.0
39,2021-09-23 18:00:00,648,1,driving,,0.9926,0.9855,-0.639,0.0,0.0
40,2021-09-23 18:15:00,649,16,business,public,0.9855,0.9855,0.0,0.0,0.0
41,2021-09-23 22:15:00,665,1,driving,,0.9855,0.9854,-0.009,0.0,0.0
42,2021-09-23 22:30:00,666,67,home,home,0.9854,0.9854,0.0,0.0,0.0
43,2021-09-24 15:15:00,733,5,driving,,0.9854,0.9675,-1.611,0.0,0.0
44,2021-09-24 16:30:00,738,5,shopping,public,0.9675,0.9675,0.0,0.0,0.0
45,2021-09-24 17:45:00,743,2,driving,,0.9675,0.9577,-0.882,0.0,0.0
46,2021-09-24 18:15:00,745,51,home,home,0.9577,0.9577,0.0,0.0,0.0
47,2021-09-25 07:00:00,796,3,driving,,0.9577,0.9334,-2.187,0.0,0.0
48,2021-09-25 07:45:00,799,4,shopping,public,0.9334,0.9334,0.0,0.0,0.0
49,2021-09-25 08:45:00,803,1,driving,,0.9334,0.9311,-0.207,0.0,0.0
50,2021-09-25 09:00:00,804,3,private,public,0.9311,0.9311,0.0,0.0,0.0
51,2021-09-25 09:45:00,807,2,driving,,0.9311,0.9197,-1.026,0.0,0.0
52,2021-09-25 10:15:00,809,97,shopping,public,0.9197,0.9197,0.0,0.0,0.0
53,2021-09-26 10:30:00,906,1,driving,,0.9197,0.9196,-0.009,0.0,0.0
54,2021-09-26 10:45:00,907,6,leisure,public,0.9196,0.9196,0.0,0.0,0.0
55,2021-09-26 12:15:00,913,1,driving,,0.9196,0.9181,-0.135,0.0,0.0
56,2021-09-26 12:30:00,914,74,home,home,0.9181,0.9181,0.0,0.0,0.0
57,2021-09-27 07:00:00,988,3,driving,,0.9181,0.8892,-2.601,0.0,0.0
58,2021-09-27 07:45:00,991,9,private,public,0.8892,0.8892,0.0,0.0,0.0
59,2021-09-27 10:00:00,1000,1,driving,,0.8892,0.8705,-1.683,0.0,0.0
60,2021-09-27 10:15:00,1001,5,shopping,public,0.8705,0.8705,0.0,0.0,0.0
61,2021-09-27 11:30:00,1006,1,driving,,0.8705,0.8565,-1.26,0.0,0.0
