,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
0,2021-09-17 00:00:00,0,40,home,home,0.8154,0.8154,0.0,0.0,0.0
1,2021-09-17 10:00:00,40,3,driving,,0.8154,0.801,-1.584,0.0,0.0
2,2021-09-17 10:45:00,43,3,shopping,public,0.801,0.801,0.0,0.0,0.0
3,2021-09-17 11:30:00,46,1,driving,,0.801,0.7963,-0.517,0.0,0.0
4,2021-09-17 11:45:00,47,17,leisure,public,0.7963,0.7963,0.0,0.0,0.0
5,2021-09-17 16:00:00,64,1,driving,,0.7963,0.7853,-1.21,0.0,0.0
6,2021-09-17 16:15:00,65,12,home,home,0.7853,0.7853,0.0,0.0,0.0
7,2021-09-17 19:15:00,77,1,driving,,0.7853,0.7812,-0.451,0.0,0.0
8,2021-09-17 19:30:00,78,12,shopping,public,0.7812,0.7812,0.0,0.0,0.0
9,2021-09-17 22:30:00,90,2,driving,,0.7812,0.7734,-0.858,0.0,0.0
10,2021-09-17 23:00:00,92,22,leisure,public,0.7734,0.7734,0.0,0.0,0.0
11,2021-09-18 04:30:00,114,1,driving,,0.7734,0.758,-1.694,0.0,0.0
12,2021-09-18 04:45:00,115,25,work,work,0.758,0.758,0.0,0.0,0.0
13,2021-09-18 11:00:00,140,2,driving,,0.758,0.7535,-0.495,0.0,0.0
14,2021-09-18 11:30:00,142,7,private,public,0.7535,0.7535,0.0,0.0,0.0
15,2021-09-18 13:15:00,149,1,driving,,0.7535,0.7534,-0.011,0.0,0.0
16,2021-09-18 13:30:00,150,2,shopping,public,0.7534,0.7534,0.0,0.0,0.0
17,2021-09-18 14:00:00,152,1,driving,,0.7534,0.7369,-1.815,0.0,0.0
18,2021-09-18 14:15:00,153,79,home,home,0.7369,0.7369,0.0,0.0,0.0
19,2021-09-19 10:00:00,232,2,driving,,0.7369,0.7281,-0.968,0.0,0.0
20,2021-09-19 10:30:00,234,12,private,public,0.7281,0.7281,0.0,0.0,0.0
21,2021-09-19 13:30:00,246,1,driving,,0.7281,0.708,-2.211,0.0,0.0
22,2021-09-19 13:45:00,247,7,leisure,public,0.708,1.0,32.12,22.0,18.8203
23,2021-09-19 15:30:00,254,1,driving,,1.0,0.9985,-0.165,0.0,0.0
24,2021-09-19 15:45:00,255,89,home,home,0.9985,0.9985,0.0,0.0,0.0
25,2021-09-20 14:00:00,344,2,driving,,0.9985,0.9843,-1.562,0.0,0.0
26,2021-09-20 14:30:00,346,10,private,public,0.9843,0.9843,0.0,0.0,0.0
27,2021-09-20 17:00:00,356,1,driving,,0.9843,0.965,-2.123,0.0,0.0
28,2021-09-20 17:15:00,357,55,home,home,0.965,0.965,0.0,0.0,0.0
29,2021-09-21 07:00:00,412,1,driving,,0.965,0.9369,-3.091,0.0,0.0
30,2021-09-21 07:15:00,413,8,work,work,0.9369,0.9369,0.0,0.0,0.0
31,2021-09-21 09:15:00,421,5,driving,,0.9369,0.8825,-5.984,0.0,0.0
32,2021-09-21 10:30:00,426,75,private,public,0.8825,0.8825,0.0,0.0,0.0
33,2021-09-22 05:15:00,501,4,driving,,0.8825,0.8025,-8.8,0.0,0.0
34,2021-09-22 06:15:00,505,25,work,work,0.8025,0.8025,0.0,0.0,0.0
35,2021-09-22 12:30:00,530,1,driving,,0.8025,0.8016,-0.099,0.0,0.0
36,2021-09-22 12:45:00,531,12,shopping,public,0.8016,0.8016,0.0,0.0,0.0
37,2021-09-22 15:45:00,543,5,driving,,0.8016,0.7687,-3.619,0.0,0.0
38,2021-09-22 17:00:00,548,56,home,home,0.7687,0.7687,0.0,0.0,0.0
39,2021-09-23 07:00:00,604,1,driving,,0.7687,0.7664,-0.253,0.0,0.0
40,2021-09-23 07:15:00,605,13,private,public,0.7664,0.7664,0.0,0.0,0.0
41,2021-09-23 10:30:00,618,9,driving,,0.7664,0.7401,-2.893,0.0,0.0
42,2021-09-23 12:45:00,627,97,shopping,public,0.7401,1.0,28.589,22.0,16.6072
43,2021-09-24 13:00:00,724,2,driving,,1.0,0.9763,-2.607,0.0,0.0
44,2021-09-24 13:30:00,726,2,business,public,0.9763,0.9763,0.0,0.0,0.0
45,2021-09-24 14:00:00,728,1,driving,,0.9763,0.967,-1.023,0.0,0.0
46,2021-09-24 14:15:00,729,9,leisure,public,0.967,0.967,0.0,0.0,0.0
47,2021-09-24 16:30:00,738,4,driving,,0.967,0.9313,-3.927,0.0,0.0
48,2021-09-24 17:30:00,742,3,home,home,0.9313,0.9313,0.0,0.0,0.0
49,2021-09-24 18:15:00,745,6,driving,,0.9313,0.8671,-7.062,0.0,0.0
50,2021-09-24 19:45:00,751,12,private,public,0.8671,0.8671,0.0,0.0,0.0
51,2021-09-24 22:45:00,763,1,driving,,0.8671,0.8629,-0.462,0.0,0.0
52,2021-09-24 23:00:00,764,126,home,home,0.8629,0.8629,0.0,0.0,0.0
53,2021-09-26 06:30:00,890,2,driving,,0.8629,0.8399,-2.53,0.0,0.0
54,2021-09-26 07:00:00,892,46,work,work,0.8399,0.8399,0.0,0.0,0.0
55,2021-09-26 18:30:00,938,1,driving,,0.8399,0.8275,-1.364,0.0,0.0
56,2021-09-26 18:45:00,939,43,home,home,0.8275,0.8275,0.0,0.0,0.0
57,2021-09-27 05:30:00,982,2,driving,,0.8275,0.7994,-3.091,0.0,0.0
58,2021-09-27 06:00:00,984,41,work,work,0.7994,0.7994,0.0,0.0,0.0
59,2021-09-27 16:15:00,1025,2,driving,,0.7994,0.7613,-4.191,0.0,0.0
60,2021-09-27 16:45:00,1027,5,private,public,0.7613,0.7613,0.0,0.0,0.0
61,2021-09-27 18:00:00,1032,3,driving,,0.7613,0.7533,-0.88,0.0,0.0
62,2021-09-27 18:45:00,1035,5,shopping,public,0.7533,0.9768,24.585,22.0,19.6708
63,2021-09-27 20:00:00,1040,1,driving,,0.9768,0.9726,-0.462,0.0,0.0
64,2021-09-27 20:15:00,1041,39,home,home,0.9726,0.9726,0.0,0.0,0.0
65,2021-09-28 06:00:00,1080,2,driving,,0.9726,0.961,-1.276,0.0,0.0
66,2021-09-28 06:30:00,1082,19,work,work,0.961,0.961,0.0,0.0,0.0
67,2021-09-28 11:15:00,1101,1,driving,,0.961,0.9546,-0.704,0.0,0.0
68,2021-09-28 11:30:00,1102,8,shopping,public,0.9546,0.9546,0.0,0.0,0.0
69,2021-09-28 13:30:00,1110,1,driving,,0.9546,0.9523,-0.253,0.0,0.0
70,2021-09-28 13:45:00,1111,7,private,public,0.9523,0.9523,0.0,0.0,0.0
71,2021-09-28 15:30:00,1118,4,driving,,0.9523,0.8584,-10.329,0.0,0.0
72,2021-09-28 16:30:00,1122,57,work,work,0.8584,0.8584,0.0,0.0,0.0
73,2021-09-29 06:45:00,1179,8,driving,,0.8584,0.7812,-8.492,0.0,0.0
74,2021-09-29 08:45:00,1187,10,private,public,0.7812,0.7812,0.0,0.0,0.0
75,2021-09-29 11:15:00,1197,3,driving,,0.7812,0.7551,-2.871,0.0,0.0
76,2021-09-29 12:00:00,1200,71,home,home,0.7551,0.7551,0.0,0.0,0.0
77,2021-09-30 05:45:00,1271,1,driving,,0.7551,0.7384,-1.837,0.0,0.0
78,2021-09-30 06:00:00,1272,30,work,work,0.7384,0.7384,0.0,0.0,0.0
79,2021-09-30 13:30:00,1302,4,driving,,0.7384,0.684,-5.984,0.0,0.0
