,car_type,bat_cap,location,netto_charging_capacity,SoC_start,SoC_end,chargingdemand,charge_time,park_start,park_end,drive_start,drive_end,consumption
106,phev_mini,14,3_shopping,0.0,0.5870065,0.5870065,0.0,0,1206,1218,0,0,0.0
107,phev_mini,14,driving,0.0,0.5870065,0.5376455178571429,0.0,0,0,0,1219,1220,0.6910537499999998
108,phev_mini,14,5_leisure,3.7,0.5376455178571429,1.0,6.47296275,12,1221,1232,0,0,0.0
109,phev_mini,14,driving,0.0,1.0,0.9651434821428572,0.0,0,0,0,1233,1234,0.48799125
110,phev_mini,14,6_home,0.0,0.9651434821428572,0.9651434821428572,0.0,0,1235,1284,0,0,0.0
111,phev_mini,14,driving,0.0,0.9651434821428572,0.0,0.0,0,0,0,1285,1290,13.51200875
112,phev_mini,14,5_leisure,0.0,0.0,0.0,0.0,0,1291,1307,0,0,0.0
113,phev_mini,14,driving,0.0,0.0,0.0,0.0,0,0,0,1308,1310,0.0
114,phev_mini,14,3_shopping,0.0,0.0,0.0,0.0,0,1311,1314,0,0,0.0
115,phev_mini,14,driving,0.0,0.0,0.0,0.0,0,0,0,1315,1331,0.0
116,phev_mini,14,6_home,0.0,0.0,0.0,0.0,0,1332,1344,0,0,0.0
