,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
0,2021-09-17 00:00:00,0,124,home,home,0.449,0.449,0.0,0.0,0.0
1,2021-09-18 07:00:00,124,2,driving,,0.449,0.4372,-1.062,0.0,0.0
2,2021-09-18 07:30:00,126,34,work,work,0.4372,0.4372,0.0,0.0,0.0
3,2021-09-18 16:00:00,160,1,driving,,0.4372,0.4079,-2.637,0.0,0.0
4,2021-09-18 16:15:00,161,90,home,home,0.4079,0.4079,0.0,0.0,0.0
5,2021-09-19 14:45:00,251,1,driving,,0.4079,0.3907,-1.548,0.0,0.0
6,2021-09-19 15:00:00,252,5,leisure,hpc,0.3907,0.8374,40.203,150.0,35.5276
7,2021-09-19 16:00:00,257,1,driving,,0.8374,0.836,-0.126,0.0,0.0
8,2021-09-19 16:30:00,258,60,home,home,0.836,0.836,0.0,0.0,0.0
9,2021-09-20 07:30:00,318,2,driving,,0.836,0.8121,-2.151,0.0,0.0
10,2021-09-20 08:00:00,320,28,private,public,0.8121,0.8121,0.0,0.0,0.0
11,2021-09-20 15:00:00,348,1,driving,,0.8121,0.7921,-1.8,0.0,0.0
12,2021-09-20 15:15:00,349,61,home,home,0.7921,0.7921,0.0,0.0,0.0
13,2021-09-21 06:30:00,410,1,driving,,0.7921,0.7904,-0.153,0.0,0.0
14,2021-09-21 06:45:00,411,9,business,public,0.7904,0.7904,0.0,0.0,0.0
15,2021-09-21 09:00:00,420,2,driving,,0.7904,0.7525,-3.411,0.0,0.0
16,2021-09-21 09:30:00,422,1,private,public,0.7525,0.7525,0.0,0.0,0.0
17,2021-09-21 09:45:00,423,1,driving,,0.7525,0.7381,-1.296,0.0,0.0
18,2021-09-21 10:00:00,424,42,work,work,0.7381,0.7381,0.0,0.0,0.0
19,2021-09-21 20:30:00,466,1,driving,,0.7381,0.7155,-2.034,0.0,0.0
20,2021-09-21 20:45:00,467,34,home,home,0.7155,0.7155,0.0,0.0,0.0
21,2021-09-22 05:15:00,501,1,driving,,0.7155,0.705,-0.945,0.0,0.0
22,2021-09-22 05:30:00,502,38,work,work,0.705,0.705,0.0,0.0,0.0
23,2021-09-22 15:00:00,540,5,driving,,0.705,0.6067,-8.847,0.0,0.0
24,2021-09-22 16:15:00,545,54,home,home,0.6067,0.6067,0.0,0.0,0.0
25,2021-09-23 05:45:00,599,1,driving,,0.6067,0.5872,-1.755,0.0,0.0
26,2021-09-23 06:00:00,600,28,work,work,0.5872,0.5872,0.0,0.0,0.0
27,2021-09-23 13:00:00,628,1,driving,,0.5872,0.5862,-0.09,0.0,0.0
28,2021-09-23 13:15:00,629,3,shopping,public,0.5862,0.5862,0.0,0.0,0.0
29,2021-09-23 14:00:00,632,7,driving,,0.5862,0.549,-3.348,0.0,0.0
30,2021-09-23 15:45:00,639,56,home,home,0.549,0.549,0.0,0.0,0.0
31,2021-09-24 05:45:00,695,1,driving,,0.549,0.5217,-2.457,0.0,0.0
32,2021-09-24 06:00:00,696,24,work,work,0.5217,0.5217,0.0,0.0,0.0
33,2021-09-24 12:00:00,720,5,driving,,0.5217,0.4815,-3.618,0.0,0.0
34,2021-09-24 13:15:00,725,10,leisure,public,0.4815,0.4815,0.0,0.0,0.0
