,timestamp,event_start,event_time,location,use_case,soc_start,soc_end,energy,station_charging_capacity,average_charging_power
31,2021-09-24 18:00:00,744,2,driving,,0.673,0.6651,-0.869,0.0,0.0
32,2021-09-24 18:30:00,746,2,shopping,public,0.6651,0.7651,11.0,22.0,22.0
33,2021-09-24 19:00:00,748,2,driving,,0.7651,0.7168,-5.313,0.0,0.0
34,2021-09-24 19:30:00,750,58,home,home,0.7168,0.7168,0.0,0.0,0.0
35,2021-09-25 10:00:00,808,1,driving,,0.7168,0.7105,-0.693,0.0,0.0
36,2021-09-25 10:15:00,809,7,shopping,public,0.7105,0.7105,0.0,0.0,0.0
37,2021-09-25 12:00:00,816,3,driving,,0.7105,0.6978,-1.397,0.0,0.0
38,2021-09-25 12:45:00,819,21,leisure,public,0.6978,1.0,33.242,11.0,11.0
39,2021-09-25 18:00:00,840,2,driving,,1.0,0.9713,-3.157,0.0,0.0
40,2021-09-25 18:30:00,842,71,home,home,0.9713,0.9713,0.0,0.0,0.0
41,2021-09-26 12:15:00,913,2,driving,,0.9713,0.9544,-1.859,0.0,0.0
42,2021-09-26 12:45:00,915,10,leisure,public,0.9544,0.9544,0.0,0.0,0.0
43,2021-09-26 15:15:00,925,1,driving,,0.9544,0.9478,-0.726,0.0,0.0
44,2021-09-26 15:30:00,926,60,home,home,0.9478,0.9478,0.0,0.0,0.0
45,2021-09-27 06:30:00,986,2,driving,,0.9478,0.921,-2.948,0.0,0.0
46,2021-09-27 07:00:00,988,28,work,work,0.921,0.921,0.0,0.0,0.0
47,2021-09-27 14:00:00,1016,1,driving,,0.921,0.8988,-2.442,0.0,0.0
48,2021-09-27 14:15:00,1017,69,home,home,0.8988,0.8988,0.0,0.0,0.0
49,2021-09-28 07:30:00,1086,1,driving,,0.8988,0.8961,-0.297,0.0,0.0
50,2021-09-28 07:45:00,1087,45,work,work,0.8961,0.8961,0.0,0.0,0.0
51,2021-09-28 19:00:00,1132,3,driving,,0.8961,0.8413,-6.028,0.0,0.0
52,2021-09-28 19:45:00,1135,33,home,home,0.8413,0.8413,0.0,0.0,0.0
53,2021-09-29 04:00:00,1168,3,driving,,0.8413,0.7968,-4.895,0.0,0.0
54,2021-09-29 04:45:00,1171,44,work,work,0.7968,0.7968,0.0,0.0,0.0
55,2021-09-29 15:45:00,1215,5,driving,,0.7968,0.786,-1.188,0.0,0.0
56,2021-09-29 17:00:00,1220,19,private,public,0.786,0.786,0.0,0.0,0.0
57,2021-09-29 21:45:00,1239,1,driving,,0.786,0.7768,-1.012,0.0,0.0
58,2021-09-29 22:00:00,1240,24,home,home,0.7768,0.7768,0.0,0.0,0.0
59,2021-09-30 04:00:00,1264,5,driving,,0.7768,0.7487,-3.091,0.0,0.0
60,2021-09-30 05:15:00,1269,12,work,work,0.7487,0.7487,0.0,0.0,0.0
61,2021-09-30 08:15:00,1281,2,driving,,0.7487,0.6939,-6.028,0.0,0.0
62,2021-09-30 08:45:00,1283,17,home,home,0.6939,0.6939,0.0,0.0,0.0
63,2021-09-30 13:00:00,1300,9,driving,,0.6939,0.5286,-18.183,0.0,0.0
64,2021-09-30 15:15:00,1309,2,business,hpc,0.5286,0.8976,40.59,150.0,90.5564
65,2021-09-30 16:00:00,1311,2,driving,,0.8976,0.8506,-5.17,0.0,0.0
66,2021-09-30 16:15:00,1313,31,home,home,0.8506,0.8506,0.0,0.0,0.0
