timestep,time,price [EUR/kWh],grid power [kW],ext.load [kW],feed-in [kW],battery power [kW],bat. stored energy [kWh],flex min [kW],flex base [kW],flex max [kW],sum CS power,# occupied CS,CS_golf_0,CS_sprinter_0
500,2018-01-06 05:00:00,0.03,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
501,2018-01-06 05:15:00,0.03,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
502,2018-01-06 05:30:00,0.03,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
503,2018-01-06 05:45:00,0.03,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
504,2018-01-06 06:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
505,2018-01-06 06:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
506,2018-01-06 06:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
507,2018-01-06 06:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
508,2018-01-06 07:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
509,2018-01-06 07:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
510,2018-01-06 07:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
511,2018-01-06 07:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
512,2018-01-06 08:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
513,2018-01-06 08:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
514,2018-01-06 08:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,186.0,0,1,0,0
515,2018-01-06 08:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,186.0,0,1,0,0
516,2018-01-06 09:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,186.0,0,1,0,0
517,2018-01-06 09:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
518,2018-01-06 09:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
519,2018-01-06 09:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
520,2018-01-06 10:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
521,2018-01-06 10:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
522,2018-01-06 10:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
523,2018-01-06 10:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
524,2018-01-06 11:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
525,2018-01-06 11:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
526,2018-01-06 11:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
527,2018-01-06 11:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
528,2018-01-06 12:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
529,2018-01-06 12:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
530,2018-01-06 12:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
531,2018-01-06 12:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
532,2018-01-06 13:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
533,2018-01-06 13:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
534,2018-01-06 13:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
535,2018-01-06 13:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
536,2018-01-06 14:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
537,2018-01-06 14:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
538,2018-01-06 14:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
539,2018-01-06 14:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
540,2018-01-06 15:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
541,2018-01-06 15:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
542,2018-01-06 15:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
543,2018-01-06 15:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
544,2018-01-06 16:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
545,2018-01-06 16:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
546,2018-01-06 16:30:00,0.2,-18.34,0,0,0,0.0,-166.25,0,197.0,18.34,1,18.34,0
547,2018-01-06 16:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
548,2018-01-06 17:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
549,2018-01-06 17:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
550,2018-01-06 17:30:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
551,2018-01-06 17:45:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
552,2018-01-06 18:00:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
553,2018-01-06 18:15:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
554,2018-01-06 18:30:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
555,2018-01-06 18:45:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
556,2018-01-06 19:00:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
557,2018-01-06 19:15:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
558,2018-01-06 19:30:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
559,2018-01-06 19:45:00,0.04,-2.23,0,0,0,0.0,-166.25,0,208.0,2.23,2,0,2.23
560,2018-01-06 20:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
561,2018-01-06 20:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
562,2018-01-06 20:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
563,2018-01-06 20:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
564,2018-01-06 21:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
565,2018-01-06 21:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
566,2018-01-06 21:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
567,2018-01-06 21:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
568,2018-01-06 22:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
569,2018-01-06 22:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
570,2018-01-06 22:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
571,2018-01-06 22:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
572,2018-01-06 23:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
573,2018-01-06 23:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
574,2018-01-06 23:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
575,2018-01-06 23:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
576,2018-01-07 00:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
577,2018-01-07 00:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
578,2018-01-07 00:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
579,2018-01-07 00:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
580,2018-01-07 01:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
581,2018-01-07 01:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
582,2018-01-07 01:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
583,2018-01-07 01:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
584,2018-01-07 02:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
585,2018-01-07 02:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
586,2018-01-07 02:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
587,2018-01-07 02:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
588,2018-01-07 03:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
589,2018-01-07 03:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
590,2018-01-07 03:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
591,2018-01-07 03:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
592,2018-01-07 04:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
593,2018-01-07 04:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
594,2018-01-07 04:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
595,2018-01-07 04:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
596,2018-01-07 05:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
597,2018-01-07 05:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
598,2018-01-07 05:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
599,2018-01-07 05:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
600,2018-01-07 06:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
601,2018-01-07 06:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
602,2018-01-07 06:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
603,2018-01-07 06:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
604,2018-01-07 07:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
605,2018-01-07 07:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
606,2018-01-07 07:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
607,2018-01-07 07:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
608,2018-01-07 08:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
609,2018-01-07 08:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
610,2018-01-07 08:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
611,2018-01-07 08:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
612,2018-01-07 09:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
613,2018-01-07 09:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
614,2018-01-07 09:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
615,2018-01-07 09:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
616,2018-01-07 10:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
617,2018-01-07 10:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
618,2018-01-07 10:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
619,2018-01-07 10:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
620,2018-01-07 11:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
621,2018-01-07 11:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
622,2018-01-07 11:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
623,2018-01-07 11:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
624,2018-01-07 12:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
625,2018-01-07 12:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
626,2018-01-07 12:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
627,2018-01-07 12:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
628,2018-01-07 13:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
629,2018-01-07 13:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
630,2018-01-07 13:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
631,2018-01-07 13:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
632,2018-01-07 14:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
633,2018-01-07 14:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
634,2018-01-07 14:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
635,2018-01-07 14:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
636,2018-01-07 15:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
637,2018-01-07 15:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
638,2018-01-07 15:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
639,2018-01-07 15:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
640,2018-01-07 16:00:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
641,2018-01-07 16:15:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
642,2018-01-07 16:30:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
643,2018-01-07 16:45:00,0.19,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
644,2018-01-07 17:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
645,2018-01-07 17:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
646,2018-01-07 17:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
647,2018-01-07 17:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
648,2018-01-07 18:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
649,2018-01-07 18:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
650,2018-01-07 18:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
651,2018-01-07 18:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
652,2018-01-07 19:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
653,2018-01-07 19:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
654,2018-01-07 19:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
655,2018-01-07 19:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
656,2018-01-07 20:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
657,2018-01-07 20:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
658,2018-01-07 20:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
659,2018-01-07 20:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
660,2018-01-07 21:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
661,2018-01-07 21:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
662,2018-01-07 21:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
663,2018-01-07 21:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
664,2018-01-07 22:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
665,2018-01-07 22:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
666,2018-01-07 22:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
667,2018-01-07 22:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
668,2018-01-07 23:00:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
669,2018-01-07 23:15:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
670,2018-01-07 23:30:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
671,2018-01-07 23:45:00,0.01,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
