line,departure_name,departure_short_name,departure_day,departure_time,arrival_time,arrival_day,arrival_name,arrival_short_name,distance,pause,rotation_id,vehicle_type
160,Betriebshof A,BF A E,Monday,21.5166666666666,21.5166666666666,Monday,Hasselwerderstr.,HAWR01B,0.06,0,4454943,CKB
160,Hasselwerderstr.,HAWR01B,Monday,21.5166666666666,22.0666666666666,Monday,Siriusstr.,SIRI01B,14519,4,4454943,CKB
160,Siriusstr.,SIRI01B,Monday,22.1333333333333,22.7166666666666,Monday,Hasselwerderstr.,HAWR01B,13541,8,4454943,CKB
160,Hasselwerderstr.,HAWR01B,Monday,22.85,23.4,Monday,Siriusstr.,SIRI01B,14519,4,4454943,CKB
160,Siriusstr.,SIRI01B,Monday,23.4666666666666,24.05,Tuesday,Hasselwerderstr.,HAWR01B,13541,8,4454943,CKB
160,Hasselwerderstr.,HAWR01B,Tuesday,0.183333333333333,0.733333333333333,Tuesday,Siriusstr.,SIRI01B,14519,0,4454943,CKB
N60,Siriusstr.,SIRI01B,Tuesday,0.733333333333333,0.9,Tuesday,S Adlershof,SAH02BN,4.1,25,4454943,CKB
N60,S Adlershof,SAH02BN,Tuesday,1.31666666666666,1.7,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454943,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,1.8,2.1,Tuesday,S Adlershof,SAH02BN,9067,13,4454943,CKB
N60,S Adlershof,SAH02BN,Tuesday,2.31666666666666,2.7,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454943,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,2.8,3.1,Tuesday,S Adlershof,SAH02BN,9067,13,4454943,CKB
N60,S Adlershof,SAH02BN,Tuesday,3.31666666666666,3.7,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454943,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,3.8,4.1,Tuesday,S Adlershof,SAH02BN,9067,0,4454943,CKB
N60,S Adlershof,SAH02BN,Tuesday,4.1,4.1,Tuesday,Betriebshof A Aussetzen,BF A A,0.06,0,4454943,CKB
160,Betriebshof A,BF A E,Monday,22.1833333333333,22.1833333333333,Monday,Hasselwerderstr.,HAWR01B,0.06,0,4454948,CKB
160,Hasselwerderstr.,HAWR01B,Monday,22.1833333333333,22.7333333333333,Monday,Siriusstr.,SIRI01B,14519,4,4454948,CKB
160,Siriusstr.,SIRI01B,Monday,22.8,23.3833333333333,Monday,Hasselwerderstr.,HAWR01B,13541,8,4454948,CKB
160,Hasselwerderstr.,HAWR01B,Monday,23.5166666666666,24.0666666666666,Tuesday,Siriusstr.,SIRI01B,14519,4,4454948,CKB
160,Siriusstr.,SIRI01B,Tuesday,0.133333333333333,0.65,Tuesday,S Schöneweide/Sterndamm,SSWS06B,12213,0,4454948,CKB
N60,S Schöneweide/Sterndamm,SSWS06B,Tuesday,0.65,0.783333333333333,Tuesday,S Adlershof,SAH02BN,4.0,2,4454948,CKB
N60,S Adlershof,SAH02BN,Tuesday,0.816666666666666,1.2,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454948,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,1.3,1.6,Tuesday,S Adlershof,SAH02BN,9067,13,4454948,CKB
N60,S Adlershof,SAH02BN,Tuesday,1.81666666666666,2.2,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454948,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,2.3,2.6,Tuesday,S Adlershof,SAH02BN,9067,13,4454948,CKB
N60,S Adlershof,SAH02BN,Tuesday,2.81666666666666,3.2,Tuesday,Flughafen Schönefeld,SXF01B,8.36,6,4454948,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,3.3,3.6,Tuesday,S Adlershof,SAH02BN,9067,13,4454948,CKB
N60,S Adlershof,SAH02BN,Tuesday,3.81666666666666,4.2,Tuesday,Flughafen Schönefeld,SXF01B,8.36,0,4454948,CKB
N60,Flughafen Schönefeld,SXF01B,Tuesday,4.2,4.2,Tuesday,Betriebshof A,BF A A,0.06,0,4454948,CKB
161,Betriebshof A,BF A E,Monday,21.1,21.1,Monday,S Erkner/ZOB,SERZ01B,0.06,0,4664622,CKB
161,S Erkner/ZOB,SERZ01B,Monday,21.1,21.5666666666666,Monday,"Schöneiche, Lübecker Str.",SELS01B,13018,19,4664622,CKB
161,"Schöneiche, Lübecker Str.",SELS01B,Monday,21.8833333333333,22.2166666666666,Monday,Lutherstr.,LUTH01B,10332,17,4664622,CKB
161,Lutherstr.,LUTH01B,Monday,22.5,22.9,Monday,"Schöneiche, Lübecker Str.",SELS01B,10.48,19,4664622,CKB
161,"Schöneiche, Lübecker Str.",SELS01B,Monday,23.2166666666666,23.55,Monday,Lutherstr.,LUTH01B,10332,17,4664622,CKB
161,Lutherstr.,LUTH01B,Monday,23.8333333333333,24.2333333333333,Tuesday,"Schöneiche, Lübecker Str.",SELS01B,10.48,2,4664622,CKB
161,"Schöneiche, Lübecker Str.",SELS01B,Tuesday,0.266666666666666,0.383333333333333,Tuesday,Rahnsdorf/Waldschänke,RDWS03BN,3709,5,4664622,CKB
N61,Rahnsdorf/Waldschänke,RDWS03BN,Tuesday,0.466666666666666,0.733333333333333,Tuesday,Dämeritzstr.,DARI01B,6404,3,4664622,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,0.783333333333333,1.16666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4664622,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,1.28333333333333,1.73333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4664622,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,1.78333333333333,2.16666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4664622,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,2.28333333333333,2.73333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4664622,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,2.78333333333333,3.16666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4664622,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,3.28333333333333,3.73333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4664622,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,3.78333333333333,4.16666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4664622,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,4.28333333333333,4.73333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,0,4664622,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,4.73333333333333,4.73333333333333,Tuesday,Betriebshof A,BF A A,0.06,0,4664622,CKB
161,Betriebshof A,BF A E,Monday,20.4333333333333,20.4333333333333,Monday,S Erkner/ZOB,SERZ01B,0.06,0,4762732,CKB
161,S Erkner/ZOB,SERZ01B,Monday,20.4333333333333,20.9333333333333,Monday,"Schöneiche, Goethepark",SEGP01BA,14097,14,4762732,CKB
161,"Schöneiche, Goethepark",SEGP01BA,Monday,21.1666666666666,21.6333333333333,Monday,S Erkner/ZOB,SERZ01B,13.19,8,4762732,CKB
161,S Erkner/ZOB,SERZ01B,Monday,21.7666666666666,22.2333333333333,Monday,"Schöneiche, Lübecker Str.",SELS01B,13018,19,4762732,CKB
161,"Schöneiche, Lübecker Str.",SELS01B,Monday,22.55,22.8833333333333,Monday,Lutherstr.,LUTH01B,10332,17,4762732,CKB
161,Lutherstr.,LUTH01B,Monday,23.1666666666666,23.5666666666666,Monday,"Schöneiche, Lübecker Str.",SELS01B,10.48,19,4762732,CKB
161,"Schöneiche, Lübecker Str.",SELS01B,Monday,23.8833333333333,24.2166666666666,Tuesday,Lutherstr.,LUTH01B,10332,2,4762732,CKB
161,Lutherstr.,LUTH01B,Tuesday,0.25,0.266666666666666,Tuesday,Dämeritzstr.,DARI01B,506,1,4762732,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,0.283333333333333,0.666666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4762732,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,0.783333333333333,1.23333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4762732,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,1.28333333333333,1.66666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4762732,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,1.78333333333333,2.23333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4762732,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,2.28333333333333,2.66666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4762732,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,2.78333333333333,3.23333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4762732,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,3.28333333333333,3.66666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,7,4762732,CKB
N61,S Friedrichshagen,SFHG05BN,Tuesday,3.78333333333333,4.23333333333333,Tuesday,Dämeritzstr.,DARI01B,12007,3,4762732,CKB
N61,Dämeritzstr.,DARI01B,Tuesday,4.28333333333333,4.66666666666666,Tuesday,S Friedrichshagen,SFHG05BN,10579,3,4762732,CKB
N67,S Friedrichshagen,SFHG05BN,Tuesday,4.71666666666666,4.96666666666666,Tuesday,Schloßplatz Köpenick,SLPZ01BN,6161,0,4762732,CKB
N67,Schloßplatz Köpenick,SLPZ01BN,Tuesday,4.96666666666666,4.96666666666666,Tuesday,Betriebshof A,BF A A,0.06,0,4762732,CKB
163,Betriebshof A,BF A E,Monday,22.9333333333333,22.9333333333333,Monday,S Grünau,SGA24BA,0.06,0,4617401,CKB
163,S Grünau,SGA24BA,Monday,22.9333333333333,23.1333333333333,Monday,S Flughafen Berlin-Schönefeld,SSXF01B,5882,3,4617401,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Monday,23.1833333333333,23.4166666666666,Monday,S Grünau,SGA22BA,6232,0,4617401,CKB
163,S Grünau,SGA22BA,Monday,23.4166666666666,23.6333333333333,Monday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4617401,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Monday,23.6833333333333,23.9166666666666,Monday,S Grünau,SGA22BA,6232,0,4617401,CKB
163,S Grünau,SGA22BA,Monday,23.9166666666666,24.1333333333333,Tuesday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,0,4617401,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Tuesday,0.133333333333333,0.133333333333333,Tuesday,Betriebshof A,BF A A,0.06,0,4617401,CKB
168,Betriebshof A,BF A E,Monday,5.08333333333333,5.08333333333333,Monday,Alt-Schmöckwitz,ALSW02B,0.06,0,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,5.08333333333333,5.23333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,5.23333333333333,5.38333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,5.41666666666666,5.56666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,5.56666666666666,5.71666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,23,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,6.1,6.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,6.25,6.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,6.43333333333333,6.58333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,6.58333333333333,6.73333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,6.76666666666666,6.91666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,6.91666666666666,7.06666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,7.1,7.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,7.25,7.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,7.43333333333333,7.58333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,7.58333333333333,7.73333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,8.1,8.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,8.25,8.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,8.43333333333333,8.58333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,8.58333333333333,8.73333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,8.76666666666666,8.91666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,8.91666666666666,9.06666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,9.1,9.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,9.25,9.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,9.43333333333333,9.58333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,9.58333333333333,9.73333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,10.1,10.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,10.25,10.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,10.4333333333333,10.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,10.5833333333333,10.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,10.7666666666666,10.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,10.9166666666666,11.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,11.1,11.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,11.25,11.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,11.4333333333333,11.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,11.5833333333333,11.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,12.1,12.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,12.25,12.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,12.4333333333333,12.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,12.5833333333333,12.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,12.7666666666666,12.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,12.9166666666666,13.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,13.1,13.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,13.25,13.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,13.4333333333333,13.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,13.5833333333333,13.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,13.7666666666666,13.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,13.9166666666666,14.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,14.1,14.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,14.25,14.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,14.7666666666666,14.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,14.9166666666666,15.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,15.1,15.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,15.25,15.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,15.4333333333333,15.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,15.5833333333333,15.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,16.1,16.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,16.25,16.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,16.4333333333333,16.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,16.5833333333333,16.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,16.7666666666666,16.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,16.9166666666666,17.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,17.1,17.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,17.25,17.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,17.4333333333333,17.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,17.5833333333333,17.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,18.1,18.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,18.25,18.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,18.4333333333333,18.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,18.5833333333333,18.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,18.7666666666666,18.9166666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,18.9166666666666,19.0666666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,19.1,19.25,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,19.25,19.4,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,19.4333333333333,19.5833333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,19.5833333333333,19.7333333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,21,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,20.0833333333333,20.2333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,20.2333333333333,20.3833333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,20.4166666666666,20.5666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,20.5666666666666,20.7166666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,20.75,20.9,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,20.9,21.05,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,21.0833333333333,21.2333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,21.2333333333333,21.3833333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,21.4166666666666,21.5666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,21.5666666666666,21.7166666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,22,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,22.0833333333333,22.2333333333333,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,22.2333333333333,22.3833333333333,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,22.4166666666666,22.5666666666666,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,22.5666666666666,22.7166666666666,Monday,Alt-Schmöckwitz,ALSW02B,5139,2,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,22.75,22.9,Monday,Moßkopfring,MKFR01B,4781,0,4426844,CKB
168,Moßkopfring,MKFR01B,Monday,22.9,23.05,Monday,Alt-Schmöckwitz,ALSW02B,5139,0,4426844,CKB
168,Alt-Schmöckwitz,ALSW02B,Monday,23.05,23.05,Monday,Betriebshof A,BF A A,0.06,0,4426844,CKB
269,Betriebshof A,BF A E,Tuesday,0.1,0.1,Tuesday,S Kaulsdorf,SKD05B,0.06,0,4708594,CKB
269,S Kaulsdorf,SKD05B,Tuesday,0.1,0.45,Tuesday,S Köpenick,SKOE01B,7827,0,4708594,CKB
N69,S Köpenick,SKOE01B,Tuesday,0.45,0.8,Tuesday,Odernheimer Str.,ODNH01B,11079,0,4708594,CKB
N69,Odernheimer Str.,ODNH01B,Tuesday,0.8,1.41666666666666,Tuesday,S+U Wuhletal,SUWT02BN,20641,8,4708594,CKB
N69,S+U Wuhletal,SUWT02BN,Tuesday,1.55,2.26666666666666,Tuesday,Odernheimer Str.,ODNH01B,20579,1,4708594,CKB
N69,Odernheimer Str.,ODNH01B,Tuesday,2.28333333333333,2.91666666666666,Tuesday,S+U Wuhletal,SUWT02BN,20641,8,4708594,CKB
N69,S+U Wuhletal,SUWT02BN,Tuesday,3.05,3.76666666666666,Tuesday,Odernheimer Str.,ODNH01B,20579,1,4708594,CKB
N69,Odernheimer Str.,ODNH01B,Tuesday,3.78333333333333,4.41666666666666,Tuesday,S+U Wuhletal,SUWT02BN,20641,0,4708594,CKB
N69,S+U Wuhletal,SUWT02BN,Tuesday,4.41666666666666,4.41666666666666,Tuesday,Betriebshof A,BF A A,0.06,0,4708594,CKB
326,Betriebshof Indira-Gandhi-Str.,BF I E,Monday,5.25,6.01666666666666,Monday,S Hermsdorf,SHDF01B,17.9,0,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,6.01666666666666,6.25,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,6.38333333333333,6.61666666666666,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,6.68333333333333,6.91666666666666,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,7.05,7.28333333333333,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,7.35,7.58333333333333,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,7.71666666666666,7.95,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,8.01666666666666,8.25,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,8.38333333333333,8.61666666666666,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,8.68333333333333,8.91666666666666,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,9.05,9.28333333333333,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,9.35,9.58333333333333,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,9.71666666666666,9.95,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,10.0166666666666,10.25,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,10.3833333333333,10.6166666666666,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,10.6833333333333,10.9166666666666,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,11.05,11.2833333333333,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,11.35,11.5833333333333,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,11.7166666666666,11.95,Monday,S Hermsdorf,SHDF01B,4637,4,4317624,VDL
326,S Hermsdorf,SHDF01B,Monday,12.0166666666666,12.25,Monday,S Hermsdorf,SHDF01B,4637,8,4317624,VDL
