line,departure_name,departure_short_name,departure_day,departure_time,arrival_time,arrival_day,arrival_name,arrival_short_name,distance,pause,rotation_id,vehicle_type
N69,S+U Wuhletal,SUWT02BN,Monday,0.55,1.26666666666666,Monday,Odernheimer Str.,ODNH01B,20579,1,4627069,CKB
N69,Odernheimer Str.,ODNH01B,Monday,1.28333333333333,1.91666666666666,Monday,S+U Wuhletal,SUWT02BN,20641,8,4627069,CKB
N69,S+U Wuhletal,SUWT02BN,Monday,2.05,2.76666666666666,Monday,Odernheimer Str.,ODNH01B,20579,1,4627069,CKB
N69,Odernheimer Str.,ODNH01B,Monday,2.78333333333333,3.41666666666666,Monday,S+U Wuhletal,SUWT02BN,20641,8,4627069,CKB
N69,S+U Wuhletal,SUWT02BN,Monday,3.55,4.26666666666666,Monday,Odernheimer Str.,ODNH01B,20579,1,4627069,CKB
N69,Odernheimer Str.,ODNH01B,Monday,4.28333333333333,4.85,Monday,U Elsterwerdaer Platz,UEWP03B,18752,0,4627069,CKB
N69,U Elsterwerdaer Platz,UEWP03B,Monday,4.85,4.85,Monday,Betriebshof A,BF A A,0.06,0,4627069,CKB
269,Betriebshof A,BF A E,Monday,0.133333333333333,0.133333333333333,Monday,S Kaulsdorf,SKD05B,0.06,0,4710317,CKB
269,S Kaulsdorf,SKD05B,Monday,0.133333333333333,0.45,Monday,S Köpenick,SKOE01B,7827,0,4710317,CKB
N69,S Köpenick,SKOE01B,Monday,0.45,0.8,Monday,Odernheimer Str.,ODNH01B,11079,0,4710317,CKB
N69,Odernheimer Str.,ODNH01B,Monday,0.8,1.41666666666666,Monday,S+U Wuhletal,SUWT02BN,20641,8,4710317,CKB
N69,S+U Wuhletal,SUWT02BN,Monday,1.55,2.26666666666666,Monday,Odernheimer Str.,ODNH01B,20579,1,4710317,CKB
N69,Odernheimer Str.,ODNH01B,Monday,2.28333333333333,2.91666666666666,Monday,S+U Wuhletal,SUWT02BN,20641,8,4710317,CKB
N69,S+U Wuhletal,SUWT02BN,Monday,3.05,3.76666666666666,Monday,Odernheimer Str.,ODNH01B,20579,1,4710317,CKB
N69,Odernheimer Str.,ODNH01B,Monday,3.78333333333333,4.41666666666666,Monday,S+U Wuhletal,SUWT02BN,20641,0,4710317,CKB
N69,S+U Wuhletal,SUWT02BN,Monday,4.41666666666666,4.41666666666666,Monday,Betriebshof A,BF A A,0.06,0,4710317,CKB
N88,Betriebshof A,BF A E,Monday,0.5,0.5,Monday,S Lichterfelde Süd,SLIS01B,0.06,0,4619816,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,0.5,0.95,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619816,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,1.06666666666666,1.5,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619816,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,1.5,1.95,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619816,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,2.06666666666666,2.5,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619816,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,2.5,2.95,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619816,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,3.06666666666666,3.5,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619816,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,3.5,3.95,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619816,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,4.06666666666666,4.5,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619816,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,4.5,4.95,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,0,4619816,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,4.95,4.95,Monday,Betriebshof A,BF A A,0.06,0,4619816,CKB
N88,Betriebshof A,BF A E,Monday,0.566666666666666,0.566666666666666,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,0.06,0,4619817,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,0.566666666666666,1.0,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619817,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,1.0,1.45,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619817,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,1.56666666666666,2.0,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619817,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,2.0,2.45,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619817,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,2.56666666666666,3.0,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619817,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,3.0,3.45,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,7,4619817,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,3.56666666666666,4.0,Monday,S Lichterfelde Süd,SLIS01B,9016,0,4619817,CKB
N88,S Lichterfelde Süd,SLIS01B,Monday,4.0,4.45,Monday,S+U Rathaus Steglitz/Kreisel,SURK04B,10083,0,4619817,CKB
N88,S+U Rathaus Steglitz/Kreisel,SURK04B,Monday,4.45,4.45,Monday,Betriebshof A,BF A A,0.06,0,4619817,CKB
N91,Betriebshof A,BF A E,Monday,0.516666666666666,0.516666666666666,Monday,S+U Wuhletal,SUWT02BN,0.06,0,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,0.516666666666666,0.733333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,0.733333333333333,0.933333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,1.01666666666666,1.23333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,1.23333333333333,1.43333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,1.51666666666666,1.73333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,1.73333333333333,1.93333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,2.01666666666666,2.23333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,2.23333333333333,2.43333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,2.51666666666666,2.73333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,2.73333333333333,2.93333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,3.01666666666666,3.23333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,3.23333333333333,3.43333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,3.51666666666666,3.73333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,3.73333333333333,3.93333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,5,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,4.01666666666666,4.23333333333333,Monday,Boschpoler Str.,BOPO01BN,4872,0,4374749,CKB
N91,Boschpoler Str.,BOPO01BN,Monday,4.23333333333333,4.43333333333333,Monday,S+U Wuhletal,SUWT02BN,5362,0,4374749,CKB
N91,S+U Wuhletal,SUWT02BN,Monday,4.43333333333333,4.43333333333333,Monday,Betriebshof A,BF A A,0.06,0,4374749,CKB
N95,Betriebshof A,BF A E,Monday,0.516666666666666,0.516666666666666,Monday,S+U Wuhletal,SUWT02BN,0.06,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,0.516666666666666,0.75,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,0.783333333333333,1.01666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,1.01666666666666,1.25,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,1.28333333333333,1.51666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,1.51666666666666,1.75,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,1.78333333333333,2.01666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,2.01666666666666,2.25,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,2.28333333333333,2.51666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,2.51666666666666,2.75,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,2.78333333333333,3.01666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,3.01666666666666,3.25,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,3.28333333333333,3.51666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,3.51666666666666,3.75,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,3.78333333333333,4.01666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,4.01666666666666,4.25,Monday,Riesaer Str.,RIES01BN,5225,2,4374873,CKB
N95,Riesaer Str.,RIES01BN,Monday,4.28333333333333,4.51666666666666,Monday,S+U Wuhletal,SUWT02BN,7617,0,4374873,CKB
N95,S+U Wuhletal,SUWT02BN,Monday,4.51666666666666,4.51666666666666,Monday,Betriebshof A,BF A A,0.06,0,4374873,CKB
N97,Betriebshof A,BF A E,Monday,0.716666666666666,0.716666666666666,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,0.06,0,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,0.716666666666666,0.883333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,0.883333333333333,1.05,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,1.21666666666666,1.38333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,1.38333333333333,1.55,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,1.71666666666666,1.88333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,1.88333333333333,2.05,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,2.21666666666666,2.38333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,2.38333333333333,2.55,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,2.71666666666666,2.88333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,2.88333333333333,3.05,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,3.21666666666666,3.38333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,3.38333333333333,3.55,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,3.71666666666666,3.88333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,3.88333333333333,4.05,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,10,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,4.21666666666666,4.38333333333333,Monday,Barnimplatz,BARN01B,4507,0,4375018,CKB
N97,Barnimplatz,BARN01B,Monday,4.38333333333333,4.55,Monday,Falkenberger Ch./Prendener Str.,FAPR01B,4408,0,4375018,CKB
N97,Falkenberger Ch./Prendener Str.,FAPR01B,Monday,4.55,4.55,Monday,Betriebshof A,BF A A,0.06,0,4375018,CKB
363,Betriebshof A,BF A E,Sunday,15.7666666666666,15.7666666666666,Sunday,S Grünau,SGA24BA,0.06,0,4458713,CKB
363,S Grünau,SGA24BA,Sunday,15.7666666666666,15.8833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3147,12,4458713,CKB
363,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,16.0833333333333,16.25,Sunday,S Grünau,SGA22BA,3469,0,4458713,CKB
363,S Grünau,SGA22BA,Sunday,16.25,16.3833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3351,12,4458713,CKB
363,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,16.5833333333333,16.75,Sunday,S Grünau,SGA22BA,3469,0,4458713,CKB
363,S Grünau,SGA22BA,Sunday,16.75,16.8833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3351,12,4458713,CKB
363,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,17.0833333333333,17.25,Sunday,S Grünau,SGA22BA,3469,0,4458713,CKB
363,S Grünau,SGA22BA,Sunday,17.25,17.3833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3351,12,4458713,CKB
363,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,17.5833333333333,17.75,Sunday,S Grünau,SGA22BA,3469,0,4458713,CKB
363,S Grünau,SGA22BA,Sunday,17.75,17.8833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3351,12,4458713,CKB
363,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,18.0833333333333,18.25,Sunday,S Grünau,SGA22BA,3469,0,4458713,CKB
363,S Grünau,SGA22BA,Sunday,18.25,18.3833333333333,Sunday,Krankenhaus Hedwigshöhe,KHDW01B,3351,0,4458713,CKB
263,Krankenhaus Hedwigshöhe,KHDW01B,Sunday,18.3833333333333,18.4833333333333,Sunday,S Grünau,SGA22BA,3.1,22,4458713,CKB
263,S Grünau,SGA22BA,Sunday,18.85,19.0333333333333,Sunday,Waldstr./Stadtgrenze,WASG01B,4338,0,4458713,CKB
263,Waldstr./Stadtgrenze,WASG01B,Sunday,19.0333333333333,19.2166666666666,Sunday,S Grünau,SGA22BA,4427,12,4458713,CKB
163,S Grünau,SGA22BA,Sunday,19.4166666666666,19.6333333333333,Sunday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4458713,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Sunday,19.6833333333333,19.9166666666666,Sunday,S Grünau,SGA22BA,6232,0,4458713,CKB
163,S Grünau,SGA22BA,Sunday,19.9166666666666,20.1333333333333,Sunday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4458713,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Sunday,20.1833333333333,20.4166666666666,Sunday,S Grünau,SGA22BA,6232,6,4458713,CKB
263,S Grünau,SGA22BA,Sunday,20.5166666666666,20.7,Sunday,Waldstr./Stadtgrenze,WASG01B,4338,0,4458713,CKB
263,Waldstr./Stadtgrenze,WASG01B,Sunday,20.7,20.8833333333333,Sunday,S Grünau,SGA22BA,4427,18,4458713,CKB
263,S Grünau,SGA22BA,Sunday,21.1833333333333,21.3666666666666,Sunday,Waldstr./Stadtgrenze,WASG01B,4338,0,4458713,CKB
263,Waldstr./Stadtgrenze,WASG01B,Sunday,21.3666666666666,21.55,Sunday,S Grünau,SGA22BA,4427,18,4458713,CKB
263,S Grünau,SGA22BA,Sunday,21.85,22.0333333333333,Sunday,Waldstr./Stadtgrenze,WASG01B,4338,0,4458713,CKB
263,Waldstr./Stadtgrenze,WASG01B,Sunday,22.0333333333333,22.2166666666666,Sunday,S Grünau,SGA22BA,4427,18,4458713,CKB
263,S Grünau,SGA22BA,Sunday,22.5166666666666,22.7,Sunday,Waldstr./Stadtgrenze,WASG01B,4338,0,4458713,CKB
263,Waldstr./Stadtgrenze,WASG01B,Sunday,22.7,22.8833333333333,Sunday,S Grünau,SGA22BA,4427,2,4458713,CKB
163,S Grünau,SGA22BA,Sunday,22.9166666666666,23.1333333333333,Sunday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4458713,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Sunday,23.1833333333333,23.4166666666666,Sunday,S Grünau,SGA22BA,6232,0,4458713,CKB
163,S Grünau,SGA22BA,Sunday,23.4166666666666,23.6333333333333,Sunday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4458713,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Sunday,23.6833333333333,23.9166666666666,Sunday,S Grünau,SGA22BA,6232,0,4458713,CKB
163,S Grünau,SGA22BA,Sunday,23.9166666666666,24.1333333333333,Monday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,0,4458713,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Monday,0.133333333333333,0.133333333333333,Monday,Betriebshof A,BF A A,0.06,0,4458713,CKB
168,Betriebshof A,BF A E,Sunday,7.08333333333333,7.08333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,0.06,0,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,7.08333333333333,7.23333333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,7.23333333333333,7.38333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,7.41666666666666,7.56666666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,7.56666666666666,7.71666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,22,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,8.08333333333333,8.23333333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,8.23333333333333,8.38333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,8.41666666666666,8.56666666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,8.56666666666666,8.71666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,8.75,8.9,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,8.9,9.05,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,9.08333333333333,9.23333333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,9.23333333333333,9.38333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,9.41666666666666,9.56666666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,9.56666666666666,9.71666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,23,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,10.1,10.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,10.25,10.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,10.4333333333333,10.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,10.5833333333333,10.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,10.7666666666666,10.9166666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,10.9166666666666,11.0666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,11.1,11.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,11.25,11.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,11.4333333333333,11.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,11.5833333333333,11.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,22,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,12.1,12.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,12.25,12.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,12.4333333333333,12.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,12.5833333333333,12.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,12.7666666666666,12.9166666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,12.9166666666666,13.0666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,13.1,13.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,13.25,13.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,13.4333333333333,13.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,13.5833333333333,13.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,22,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,14.1,14.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,14.25,14.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,14.4333333333333,14.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,14.5833333333333,14.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,14.7666666666666,14.9166666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,14.9166666666666,15.0666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,15.1,15.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,15.25,15.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,15.4333333333333,15.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,15.5833333333333,15.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,22,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,16.1,16.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,16.25,16.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,16.4333333333333,16.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,16.5833333333333,16.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,16.7666666666666,16.9166666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,16.9166666666666,17.0666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,17.1,17.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,17.25,17.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,17.4333333333333,17.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,17.5833333333333,17.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,22,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,18.1,18.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,18.25,18.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,18.4333333333333,18.5833333333333,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,18.5833333333333,18.7333333333333,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,18.7666666666666,18.9166666666666,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,18.9166666666666,19.0666666666666,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
168,Alt-Schmöckwitz,ALSW02B,Sunday,19.1,19.25,Sunday,Moßkopfring,MKFR01B,4781,0,4426903,CKB
168,Moßkopfring,MKFR01B,Sunday,19.25,19.4,Sunday,Alt-Schmöckwitz,ALSW02B,5139,2,4426903,CKB
