timestamp,Kategorie,Netzentgelt [EUR/kWh],Strompreis konstant [EUR/kWh],Strompreis Boerse [EUR/kWh],Gesamtpreis [EUR/kWh],Gesamtpreis Boerse [EUR/kWh]
2018-02-09 08:00:00+01:00,3,0.0349,0.1603,0.1584,0.1952,0.1933
2018-02-09 08:15:00+01:00,3,0.0349,0.1603,0.1584,0.1952,0.1933
2018-02-09 08:30:00+01:00,3,0.0237,0.1603,0.1584,0.184,0.1821
2018-02-09 08:45:00+01:00,3,0.0349,0.1603,0.1584,0.1952,0.1933
2018-02-09 09:00:00+01:00,3,0.0349,0.1603,0.1562,0.1952,0.1911
2018-02-09 09:15:00+01:00,3,0.0237,0.1603,0.1562,0.184,0.1799
2018-02-09 09:30:00+01:00,3,0.0237,0.1603,0.1562,0.184,0.1799
2018-02-09 09:45:00+01:00,3,0.0237,0.1603,0.1562,0.184,0.1799
2018-02-09 10:00:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-09 10:15:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-09 10:30:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-09 10:45:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-09 11:00:00+01:00,3,0.0237,0.1603,0.1488,0.184,0.1725
2018-02-09 11:15:00+01:00,3,0.0237,0.1603,0.1488,0.184,0.1725
2018-02-09 11:30:00+01:00,3,0.0237,0.1603,0.1488,0.184,0.1725
2018-02-09 11:45:00+01:00,3,0.0237,0.1603,0.1488,0.184,0.1725
2018-02-09 12:00:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1727
2018-02-09 12:15:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1727
2018-02-09 12:30:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1727
2018-02-09 12:45:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1727
2018-02-09 13:00:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1727
2018-02-09 13:15:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-09 13:30:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-09 13:45:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-09 14:00:00+01:00,3,0.0349,0.1603,0.1512,0.1952,0.1861
2018-02-09 14:15:00+01:00,3,0.0349,0.1603,0.1512,0.1952,0.1861
2018-02-09 14:30:00+01:00,3,0.0349,0.1603,0.1512,0.1952,0.1861
2018-02-09 14:45:00+01:00,3,0.0349,0.1603,0.1512,0.1952,0.1861
2018-02-09 15:00:00+01:00,3,0.0237,0.1603,0.1528,0.184,0.1765
2018-02-09 15:15:00+01:00,3,0.0237,0.1603,0.1528,0.184,0.1765
2018-02-09 15:30:00+01:00,3,0.0237,0.1603,0.1528,0.184,0.1765
2018-02-09 15:45:00+01:00,3,0.0237,0.1603,0.1528,0.184,0.1765
2018-02-09 16:00:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1788
2018-02-09 16:15:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1788
2018-02-09 16:30:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1788
2018-02-09 16:45:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1788
2018-02-09 17:00:00+01:00,3,0.0237,0.1603,0.1584,0.184,0.1822
2018-02-09 17:15:00+01:00,3,0.0237,0.1603,0.1584,0.184,0.1822
2018-02-09 17:30:00+01:00,3,0.0237,0.1603,0.1584,0.184,0.1822
2018-02-09 17:45:00+01:00,3,0.0237,0.1603,0.1584,0.184,0.1822
2018-02-09 18:00:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-02-09 18:15:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-02-09 18:30:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-02-09 18:45:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-02-09 19:00:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1786
2018-02-09 19:15:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1786
2018-02-09 19:30:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1786
2018-02-09 19:45:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1786
2018-02-09 20:00:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-09 20:15:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-09 20:30:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-09 20:45:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-09 21:00:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1735
2018-02-09 21:15:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1735
2018-02-09 21:30:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1735
2018-02-09 21:45:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1735
2018-02-09 22:00:00+01:00,3,0.0237,0.1603,0.1503,0.184,0.1741
2018-02-09 22:15:00+01:00,3,0.0237,0.1603,0.1503,0.184,0.1741
2018-02-09 22:30:00+01:00,3,0.0349,0.1603,0.1503,0.1952,0.1852
2018-02-09 22:45:00+01:00,3,0.0349,0.1603,0.1503,0.1952,0.1852
2018-02-09 23:00:00+01:00,3,0.0349,0.1603,0.1493,0.1952,0.1842
2018-02-09 23:15:00+01:00,3,0.0349,0.1603,0.1493,0.1952,0.1842
2018-02-09 23:30:00+01:00,3,0.0349,0.1603,0.1493,0.1952,0.1842
2018-02-09 23:45:00+01:00,3,0.0349,0.1603,0.1493,0.1952,0.1842
2018-02-10 00:00:00+01:00,3,0.0349,0.1603,0.1444,0.1952,0.1793
2018-02-10 00:15:00+01:00,3,0.0349,0.1603,0.1444,0.1952,0.1793
2018-02-10 00:30:00+01:00,3,0.0349,0.1603,0.1444,0.1952,0.1793
2018-02-10 00:45:00+01:00,3,0.0349,0.1603,0.1444,0.1952,0.1793
2018-02-10 01:00:00+01:00,3,0.0237,0.1603,0.1434,0.184,0.1671
2018-02-10 01:15:00+01:00,3,0.0237,0.1603,0.1434,0.184,0.1671
2018-02-10 01:30:00+01:00,3,0.0237,0.1603,0.1434,0.184,0.1671
2018-02-10 01:45:00+01:00,3,0.0349,0.1603,0.1434,0.1952,0.1783
2018-02-10 02:00:00+01:00,3,0.0349,0.1603,0.1431,0.1952,0.178
2018-02-10 02:15:00+01:00,3,0.0237,0.1603,0.1431,0.184,0.1669
2018-02-10 02:30:00+01:00,3,0.0349,0.1603,0.1431,0.1952,0.178
2018-02-10 02:45:00+01:00,3,0.0349,0.1603,0.1431,0.1952,0.178
2018-02-10 03:00:00+01:00,3,0.0349,0.1603,0.143,0.1952,0.1779
2018-02-10 03:15:00+01:00,3,0.0349,0.1603,0.143,0.1952,0.1779
2018-02-10 03:30:00+01:00,3,0.0349,0.1603,0.143,0.1952,0.1779
2018-02-10 03:45:00+01:00,3,0.0349,0.1603,0.143,0.1952,0.1779
2018-02-10 04:00:00+01:00,3,0.0349,0.1603,0.1435,0.1952,0.1784
2018-02-10 04:15:00+01:00,3,0.0349,0.1603,0.1435,0.1952,0.1784
2018-02-10 04:30:00+01:00,3,0.0349,0.1603,0.1435,0.1952,0.1784
2018-02-10 04:45:00+01:00,3,0.0349,0.1603,0.1435,0.1952,0.1784
2018-02-10 05:00:00+01:00,3,0.0349,0.1603,0.1426,0.1952,0.1775
2018-02-10 05:15:00+01:00,3,0.0349,0.1603,0.1426,0.1952,0.1775
2018-02-10 05:30:00+01:00,3,0.0349,0.1603,0.1426,0.1952,0.1775
2018-02-10 05:45:00+01:00,3,0.0349,0.1603,0.1426,0.1952,0.1775
2018-02-10 06:00:00+01:00,3,0.0349,0.1603,0.1441,0.1952,0.179
2018-02-10 06:15:00+01:00,3,0.0349,0.1603,0.1441,0.1952,0.179
2018-02-10 06:30:00+01:00,3,0.0349,0.1603,0.1441,0.1952,0.179
2018-02-10 06:45:00+01:00,3,0.0349,0.1603,0.1441,0.1952,0.179
2018-02-10 07:00:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-10 07:15:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-10 07:30:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-10 07:45:00+01:00,3,0.0349,0.1603,0.1489,0.1952,0.1838
2018-02-10 08:00:00+01:00,3,0.0349,0.1603,0.1548,0.1952,0.1897
2018-02-10 08:15:00+01:00,3,0.0349,0.1603,0.1548,0.1952,0.1897
2018-02-10 08:30:00+01:00,3,0.0349,0.1603,0.1548,0.1952,0.1897
2018-02-10 08:45:00+01:00,3,0.0349,0.1603,0.1548,0.1952,0.1897
2018-02-10 09:00:00+01:00,3,0.0349,0.1603,0.1558,0.1952,0.1907
2018-02-10 09:15:00+01:00,3,0.0349,0.1603,0.1558,0.1952,0.1907
2018-02-10 09:30:00+01:00,3,0.0349,0.1603,0.1558,0.1952,0.1907
2018-02-10 09:45:00+01:00,3,0.0349,0.1603,0.1558,0.1952,0.1907
2018-02-10 10:00:00+01:00,3,0.0237,0.1603,0.1558,0.184,0.1795
2018-02-10 10:15:00+01:00,3,0.0237,0.1603,0.1558,0.184,0.1795
2018-02-10 10:30:00+01:00,3,0.0237,0.1603,0.1558,0.184,0.1795
2018-02-10 10:45:00+01:00,3,0.0237,0.1603,0.1558,0.184,0.1795
2018-02-10 11:00:00+01:00,3,0.0237,0.1603,0.1569,0.184,0.1806
2018-02-10 11:15:00+01:00,3,0.0237,0.1603,0.1569,0.184,0.1806
2018-02-10 11:30:00+01:00,3,0.0237,0.1603,0.1569,0.184,0.1806
2018-02-10 11:45:00+01:00,3,0.0237,0.1603,0.1569,0.184,0.1806
2018-02-10 12:00:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1785
2018-02-10 12:15:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1785
2018-02-10 12:30:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1785
2018-02-10 12:45:00+01:00,3,0.0237,0.1603,0.1548,0.184,0.1785
2018-02-10 13:00:00+01:00,3,0.0237,0.1603,0.1513,0.184,0.1751
2018-02-10 13:15:00+01:00,3,0.0237,0.1603,0.1513,0.184,0.1751
2018-02-10 13:30:00+01:00,3,0.0237,0.1603,0.1513,0.184,0.1751
2018-02-10 13:45:00+01:00,3,0.0237,0.1603,0.1513,0.184,0.1751
2018-02-10 14:00:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1729
2018-02-10 14:15:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1729
2018-02-10 14:30:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1729
2018-02-10 14:45:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1729
2018-02-10 15:00:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-10 15:15:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-10 15:30:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-10 15:45:00+01:00,3,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-10 16:00:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1728
2018-02-10 16:15:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1728
2018-02-10 16:30:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1728
2018-02-10 16:45:00+01:00,3,0.0237,0.1603,0.1491,0.184,0.1728
2018-02-10 17:00:00+01:00,3,0.0237,0.1603,0.1518,0.184,0.1756
2018-02-10 17:15:00+01:00,3,0.0237,0.1603,0.1518,0.184,0.1756
2018-02-10 17:30:00+01:00,3,0.0237,0.1603,0.1518,0.184,0.1756
2018-02-10 17:45:00+01:00,3,0.0237,0.1603,0.1518,0.184,0.1756
2018-02-10 18:00:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-10 18:15:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-10 18:30:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-10 18:45:00+01:00,3,0.0237,0.1603,0.1543,0.184,0.178
2018-02-10 19:00:00+01:00,3,0.0237,0.1603,0.1523,0.184,0.176
2018-02-10 19:15:00+01:00,3,0.0237,0.1603,0.1523,0.184,0.176
2018-02-10 19:30:00+01:00,3,0.0237,0.1603,0.1523,0.184,0.176
2018-02-10 19:45:00+01:00,3,0.0237,0.1603,0.1523,0.184,0.176
2018-02-10 20:00:00+01:00,3,0.0237,0.1603,0.1477,0.184,0.1715
2018-02-10 20:15:00+01:00,3,0.0237,0.1603,0.1477,0.184,0.1715
2018-02-10 20:30:00+01:00,3,0.0237,0.1603,0.1477,0.184,0.1715
2018-02-10 20:45:00+01:00,3,0.0237,0.1603,0.1477,0.184,0.1715
2018-02-10 21:00:00+01:00,3,0.0237,0.1603,0.1428,0.184,0.1665
2018-02-10 21:15:00+01:00,3,0.0237,0.1603,0.1428,0.184,0.1665
2018-02-10 21:30:00+01:00,3,0.0237,0.1603,0.1428,0.184,0.1665
2018-02-10 21:45:00+01:00,3,0.0237,0.1603,0.1428,0.184,0.1665
2018-02-10 22:00:00+01:00,3,0.0237,0.1603,0.1414,0.184,0.1652
2018-02-10 22:15:00+01:00,3,0.0237,0.1603,0.1414,0.184,0.1652
2018-02-10 22:30:00+01:00,3,0.0237,0.1603,0.1414,0.184,0.1652
2018-02-10 22:45:00+01:00,3,0.0237,0.1603,0.1414,0.184,0.1652
2018-02-10 23:00:00+01:00,3,0.0237,0.1603,0.1379,0.184,0.1616
2018-02-10 23:15:00+01:00,3,0.0237,0.1603,0.1379,0.184,0.1616
2018-02-10 23:30:00+01:00,3,0.0237,0.1603,0.1379,0.184,0.1616
2018-02-10 23:45:00+01:00,3,0.0237,0.1603,0.1379,0.184,0.1616
2018-02-11 00:00:00+01:00,3,0.0349,0.1603,0.1259,0.1952,0.1608
2018-02-11 00:15:00+01:00,3,0.0349,0.1603,0.1259,0.1952,0.1608
2018-02-11 00:30:00+01:00,3,0.0349,0.1603,0.1259,0.1952,0.1608
2018-02-11 00:45:00+01:00,3,0.0349,0.1603,0.1259,0.1952,0.1608
2018-02-11 01:00:00+01:00,3,0.0349,0.1603,0.1269,0.1952,0.1618
2018-02-11 01:15:00+01:00,3,0.0349,0.1603,0.1269,0.1952,0.1618
2018-02-11 01:30:00+01:00,3,0.0349,0.1603,0.1269,0.1952,0.1618
2018-02-11 01:45:00+01:00,3,0.0349,0.1603,0.1269,0.1952,0.1618
2018-02-11 02:00:00+01:00,3,0.0349,0.1603,0.1212,0.1952,0.1561
2018-02-11 02:15:00+01:00,3,0.0349,0.1603,0.1212,0.1952,0.1561
2018-02-11 02:30:00+01:00,3,0.0349,0.1603,0.1212,0.1952,0.1561
2018-02-11 02:45:00+01:00,3,0.0349,0.1603,0.1212,0.1952,0.1561
2018-02-11 03:00:00+01:00,3,0.0349,0.1603,0.1134,0.1952,0.1483
2018-02-11 03:15:00+01:00,3,0.0349,0.1603,0.1134,0.1952,0.1483
2018-02-11 03:30:00+01:00,3,0.0349,0.1603,0.1134,0.1952,0.1483
2018-02-11 03:45:00+01:00,3,0.0349,0.1603,0.1134,0.1952,0.1483
2018-02-11 04:00:00+01:00,3,0.0349,0.1603,0.1094,0.1952,0.1443
2018-02-11 04:15:00+01:00,3,0.0349,0.1603,0.1094,0.1952,0.1443
2018-02-11 04:30:00+01:00,3,0.0349,0.1603,0.1094,0.1952,0.1443
2018-02-11 04:45:00+01:00,3,0.0349,0.1603,0.1094,0.1952,0.1443
2018-02-11 05:00:00+01:00,3,0.0349,0.1603,0.1099,0.1952,0.1448
2018-02-11 05:15:00+01:00,3,0.0349,0.1603,0.1099,0.1952,0.1448
2018-02-11 05:30:00+01:00,3,0.0237,0.1603,0.1099,0.184,0.1336
2018-02-11 05:45:00+01:00,3,0.0237,0.1603,0.1099,0.184,0.1336
2018-02-11 06:00:00+01:00,3,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 06:15:00+01:00,3,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 06:30:00+01:00,3,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 06:45:00+01:00,1,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 07:00:00+01:00,1,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 07:15:00+01:00,1,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 07:30:00+01:00,1,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 07:45:00+01:00,1,0.0237,0.1603,0.1039,0.184,0.1277
2018-02-11 08:00:00+01:00,1,0.0237,0.1603,0.109,0.184,0.1327
2018-02-11 08:15:00+01:00,1,0.0237,0.1603,0.109,0.184,0.1327
2018-02-11 08:30:00+01:00,1,0.0237,0.1603,0.109,0.184,0.1327
2018-02-11 08:45:00+01:00,1,0.0237,0.1603,0.109,0.184,0.1327
2018-02-11 09:00:00+01:00,1,0.0237,0.1603,0.1092,0.184,0.1329
2018-02-11 09:15:00+01:00,1,0.0237,0.1603,0.1092,0.184,0.1329
2018-02-11 09:30:00+01:00,1,0.0237,0.1603,0.1092,0.184,0.1329
2018-02-11 09:45:00+01:00,1,0.0237,0.1603,0.1092,0.184,0.1329
2018-02-11 10:00:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-02-11 10:15:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-02-11 10:30:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-02-11 10:45:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-02-11 11:00:00+01:00,1,0.0237,0.1603,0.1206,0.184,0.1443
2018-02-11 11:15:00+01:00,1,0.0237,0.1603,0.1206,0.184,0.1443
2018-02-11 11:30:00+01:00,1,0.0237,0.1603,0.1206,0.184,0.1443
2018-02-11 11:45:00+01:00,1,0.0237,0.1603,0.1206,0.184,0.1443
2018-02-11 12:00:00+01:00,1,0.0237,0.1603,0.1219,0.184,0.1457
2018-02-11 12:15:00+01:00,1,0.0237,0.1603,0.1219,0.184,0.1457
2018-02-11 12:30:00+01:00,1,0.0237,0.1603,0.1219,0.184,0.1457
2018-02-11 12:45:00+01:00,1,0.0237,0.1603,0.1219,0.184,0.1457
2018-02-11 13:00:00+01:00,1,0.0237,0.1603,0.1204,0.184,0.1442
2018-02-11 13:15:00+01:00,1,0.0237,0.1603,0.1204,0.184,0.1442
2018-02-11 13:30:00+01:00,1,0.0237,0.1603,0.1204,0.184,0.1442
2018-02-11 13:45:00+01:00,1,0.0237,0.1603,0.1204,0.184,0.1442
2018-02-11 14:00:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-11 14:15:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-11 14:30:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-11 14:45:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-11 15:00:00+01:00,1,0.0237,0.1603,0.1191,0.184,0.1428
2018-02-11 15:15:00+01:00,1,0.0237,0.1603,0.1191,0.184,0.1428
2018-02-11 15:30:00+01:00,1,0.0237,0.1603,0.1191,0.184,0.1428
2018-02-11 15:45:00+01:00,1,0.0237,0.1603,0.1191,0.184,0.1428
2018-02-11 16:00:00+01:00,1,0.0237,0.1603,0.121,0.184,0.1448
2018-02-11 16:15:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-02-11 16:30:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-02-11 16:45:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-02-11 17:00:00+01:00,3,0.0349,0.1603,0.1375,0.1952,0.1724
2018-02-11 17:15:00+01:00,3,0.0349,0.1603,0.1375,0.1952,0.1724
2018-02-11 17:30:00+01:00,3,0.0349,0.1603,0.1375,0.1952,0.1724
2018-02-11 17:45:00+01:00,3,0.0349,0.1603,0.1375,0.1952,0.1724
2018-02-11 18:00:00+01:00,1,0.0237,0.1603,0.1402,0.184,0.1639
2018-02-11 18:15:00+01:00,1,0.0237,0.1603,0.1402,0.184,0.1639
2018-02-11 18:30:00+01:00,1,0.0237,0.1603,0.1402,0.184,0.1639
2018-02-11 18:45:00+01:00,1,0.0237,0.1603,0.1402,0.184,0.1639
2018-02-11 19:00:00+01:00,1,0.0237,0.1603,0.1399,0.184,0.1636
2018-02-11 19:15:00+01:00,1,0.0237,0.1603,0.1399,0.184,0.1636
2018-02-11 19:30:00+01:00,1,0.0237,0.1603,0.1399,0.184,0.1636
2018-02-11 19:45:00+01:00,1,0.0237,0.1603,0.1399,0.184,0.1636
2018-02-11 20:00:00+01:00,1,0.0237,0.1603,0.1306,0.184,0.1544
2018-02-11 20:15:00+01:00,1,0.0237,0.1603,0.1306,0.184,0.1544
2018-02-11 20:30:00+01:00,1,0.0237,0.1603,0.1306,0.184,0.1544
2018-02-11 20:45:00+01:00,1,0.0237,0.1603,0.1306,0.184,0.1544
2018-02-11 21:00:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 21:15:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 21:30:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 21:45:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 22:00:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 22:15:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 22:30:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 22:45:00+01:00,1,0.0237,0.1603,0.1259,0.184,0.1497
2018-02-11 23:00:00+01:00,1,0.0237,0.1603,0.1238,0.184,0.1476
2018-02-11 23:15:00+01:00,3,0.0349,0.1603,0.1238,0.1952,0.1587
2018-02-11 23:30:00+01:00,1,0.0237,0.1603,0.1238,0.184,0.1476
2018-02-11 23:45:00+01:00,1,0.0237,0.1603,0.1238,0.184,0.1476
2018-02-12 00:00:00+01:00,1,0.0237,0.1603,0.1205,0.184,0.1442
2018-02-12 00:15:00+01:00,1,0.0237,0.1603,0.1205,0.184,0.1442
2018-02-12 00:30:00+01:00,1,0.0237,0.1603,0.1205,0.184,0.1442
2018-02-12 00:45:00+01:00,1,0.0237,0.1603,0.1205,0.184,0.1442
2018-02-12 01:00:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 01:15:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 01:30:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 01:45:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 02:00:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1426
2018-02-12 02:15:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1426
2018-02-12 02:30:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1426
2018-02-12 02:45:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1426
2018-02-12 03:00:00+01:00,1,0.0237,0.1603,0.1192,0.184,0.1429
2018-02-12 03:15:00+01:00,1,0.0237,0.1603,0.1192,0.184,0.1429
2018-02-12 03:30:00+01:00,1,0.0237,0.1603,0.1192,0.184,0.1429
2018-02-12 03:45:00+01:00,1,0.0237,0.1603,0.1192,0.184,0.1429
2018-02-12 04:00:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 04:15:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 04:30:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 04:45:00+01:00,1,0.0237,0.1603,0.1196,0.184,0.1433
2018-02-12 05:00:00+01:00,1,0.0237,0.1603,0.1212,0.184,0.145
2018-02-12 05:15:00+01:00,1,0.0237,0.1603,0.1212,0.184,0.145
2018-02-12 05:30:00+01:00,1,0.0237,0.1603,0.1212,0.184,0.145
2018-02-12 05:45:00+01:00,1,0.0237,0.1603,0.1212,0.184,0.145
2018-02-12 06:00:00+01:00,1,0.0237,0.1603,0.1394,0.184,0.1631
2018-02-12 06:15:00+01:00,1,0.0237,0.1603,0.1394,0.184,0.1631
2018-02-12 06:30:00+01:00,3,0.0237,0.1603,0.1394,0.184,0.1631
2018-02-12 06:45:00+01:00,3,0.0237,0.1603,0.1394,0.184,0.1631
2018-02-12 07:00:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1736
2018-02-12 07:15:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1736
2018-02-12 07:30:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1736
2018-02-12 07:45:00+01:00,3,0.0237,0.1603,0.1498,0.184,0.1736
2018-02-12 08:00:00+01:00,3,0.0349,0.1603,0.1508,0.1952,0.1857
2018-02-12 08:15:00+01:00,3,0.0237,0.1603,0.1508,0.184,0.1745
2018-02-12 08:30:00+01:00,1,0.0237,0.1603,0.1508,0.184,0.1745
2018-02-12 08:45:00+01:00,1,0.0237,0.1603,0.1508,0.184,0.1745
2018-02-12 09:00:00+01:00,1,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-12 09:15:00+01:00,1,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-12 09:30:00+01:00,1,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-12 09:45:00+01:00,1,0.0237,0.1603,0.1489,0.184,0.1726
2018-02-12 10:00:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 10:15:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 10:30:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 10:45:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 11:00:00+01:00,1,0.0237,0.1603,0.1425,0.184,0.1662
2018-02-12 11:15:00+01:00,1,0.0237,0.1603,0.1425,0.184,0.1662
2018-02-12 11:30:00+01:00,1,0.0237,0.1603,0.1425,0.184,0.1662
2018-02-12 11:45:00+01:00,1,0.0237,0.1603,0.1425,0.184,0.1662
2018-02-12 12:00:00+01:00,1,0.0237,0.1603,0.1415,0.184,0.1652
2018-02-12 12:15:00+01:00,1,0.0237,0.1603,0.1415,0.184,0.1652
2018-02-12 12:30:00+01:00,1,0.0237,0.1603,0.1415,0.184,0.1652
2018-02-12 12:45:00+01:00,1,0.0237,0.1603,0.1415,0.184,0.1652
2018-02-12 13:00:00+01:00,1,0.0237,0.1603,0.142,0.184,0.1657
2018-02-12 13:15:00+01:00,1,0.0237,0.1603,0.142,0.184,0.1657
2018-02-12 13:30:00+01:00,1,0.0237,0.1603,0.142,0.184,0.1657
2018-02-12 13:45:00+01:00,1,0.0237,0.1603,0.142,0.184,0.1657
2018-02-12 14:00:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 14:15:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 14:30:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 14:45:00+01:00,1,0.0237,0.1603,0.1478,0.184,0.1715
2018-02-12 15:00:00+01:00,1,0.0237,0.1603,0.1503,0.184,0.174
2018-02-12 15:15:00+01:00,1,0.0237,0.1603,0.1503,0.184,0.174
2018-02-12 15:30:00+01:00,1,0.0237,0.1603,0.1503,0.184,0.174
2018-02-12 15:45:00+01:00,1,0.0237,0.1603,0.1503,0.184,0.174
2018-02-12 16:00:00+01:00,1,0.0237,0.1603,0.1535,0.184,0.1772
2018-02-12 16:15:00+01:00,3,0.0349,0.1603,0.1535,0.1952,0.1884
