timestamp,curtailment,residual load
01.01.2023 00:00,0.000,-68.152
01.01.2023 00:15,0.000,-72.662
01.01.2023 00:30,2.987,-86.726
01.01.2023 00:45,11.201,-108.079
01.01.2023 01:00,34.56,-108.126
01.01.2023 01:15,64.664,-121.88
01.01.2023 01:30,59.451,-127.141
01.01.2023 01:45,67.918,-133.52
01.01.2023 02:00,89.25,-115.352
01.01.2023 02:15,85.612,-111.206
01.01.2023 02:30,85.025,-103.715
01.01.2023 02:45,68.64,-102.072
01.01.2023 03:00,65.423,-102.805
01.01.2023 03:15,65.423,-106.185
01.01.2023 03:30,65.423,-110.435
01.01.2023 03:45,65.423,-111.392
01.01.2023 04:00,65.423,-120.279
01.01.2023 04:15,67.733,-123.46
01.01.2023 04:30,87.283,-117.45
01.01.2023 04:45,89.384,-107.812
01.01.2023 05:00,89.384,-97.097
01.01.2023 05:15,84.25,-96.059
01.01.2023 05:30,76.453,-111.757
01.01.2023 05:45,83.1,-106.391
01.01.2023 06:00,86.424,-116.432
01.01.2023 06:15,91.571,-117.991
01.01.2023 06:30,96.503,-125.423
01.01.2023 06:45,99.632,-129.667
01.01.2023 07:00,101.61,-133.976
01.01.2023 07:15,101.61,-135.323
01.01.2023 07:30,101.61,-132.889
01.01.2023 07:45,101.61,-134.638
01.01.2023 08:00,101.61,-136.003
01.01.2023 08:15,101.61,-136.708
01.01.2023 08:30,101.61,-140.522
01.01.2023 08:45,101.61,-142.239
01.01.2023 09:00,105.273,-137.117
01.01.2023 09:15,106.143,-136.954
01.01.2023 09:30,106.143,-139.508
01.01.2023 09:45,106.143,-141.448
01.01.2023 10:00,115.428,-129.277
01.01.2023 10:15,121.619,-129.878
01.01.2023 10:30,121.619,-123.216
01.01.2023 10:45,121.619,-126.234
01.01.2023 11:00,121.581,-123.256
01.01.2023 11:15,121.505,-119.967
01.01.2023 11:30,121.505,-117.921
01.01.2023 11:45,120.192,-113.256
01.01.2023 12:00,107.008,-127.628
01.01.2023 12:15,110.743,-143.181
01.01.2023 12:30,112.432,-135.197
01.01.2023 12:45,112.432,-127.75
01.01.2023 13:00,112.432,-129.058
01.01.2023 13:15,117.437,-128.808
01.01.2023 13:30,94.261,-131.13
01.01.2023 13:45,83.107,-143.726
01.01.2023 14:00,85.529,-138.068
01.01.2023 14:15,88.344,-147.778
01.01.2023 14:30,105.5,-134.279
01.01.2023 14:45,109.877,-120.358
01.01.2023 15:00,105.365,-97.08
01.01.2023 15:15,46.616,-107.625
01.01.2023 15:30,24.861,-99.494
01.01.2023 15:45,2.712,-73.426
01.01.2023 16:00,0.000,-60.613
01.01.2023 16:15,0.000,-61.71
01.01.2023 16:30,0.000,-62.926
01.01.2023 16:45,0.000,-71.817
01.01.2023 17:00,0.000,-84.29
01.01.2023 17:15,1.989,-94.578
01.01.2023 17:30,15.863,-113.589
01.01.2023 17:45,19.611,-117.683
01.01.2023 18:00,19.611,-113.258
01.01.2023 18:15,19.611,-107.378
01.01.2023 18:30,19.611,-100.135
01.01.2023 18:45,14.362,-95.153
01.01.2023 19:00,10.691,-83.581
01.01.2023 19:15,6.105,-78.489
01.01.2023 19:30,6.105,-84.144
01.01.2023 19:45,6.105,-76.979
01.01.2023 20:00,6.105,-85.911
01.01.2023 20:15,6.105,-94.244
01.01.2023 20:30,6.105,-93.237
01.01.2023 20:45,6.105,-80.834
01.01.2023 21:00,2.035,-68.257
01.01.2023 21:15,0.000,-63.636
01.01.2023 21:30,0.000,-57.911
01.01.2023 21:45,0.000,-51.147
01.01.2023 22:00,0.000,-52.947
01.01.2023 22:15,0.000,-56.305
01.01.2023 22:30,0.000,-68.19
01.01.2023 22:45,0.000,-75.458
01.01.2023 23:00,0.000,-60.511
01.01.2023 23:15,0.000,-54.153
01.01.2023 23:30,0.000,-51.951
01.01.2023 23:45,0.000,-49.183
02.01.2023 00:00,0.000,-75.472
02.01.2023 00:15,0.000,-85.098
02.01.2023 00:30,0.000,-78.499
02.01.2023 00:45,0.000,-90.463
02.01.2023 01:00,0.000,-101.352
02.01.2023 01:15,0.000,-99.059
02.01.2023 01:30,0.000,-84.701
02.01.2023 01:45,0.000,-75.158
02.01.2023 02:00,0.000,-82.178
02.01.2023 02:15,0.000,-79.898
02.01.2023 02:30,0.000,-71.629
02.01.2023 02:45,0.000,-73.675
02.01.2023 03:00,0.000,-73.772
02.01.2023 03:15,0.000,-64.848
02.01.2023 03:30,0.000,-59.59
02.01.2023 03:45,0.000,-61.706
02.01.2023 04:00,0.000,-58.939
02.01.2023 04:15,0.000,-60.776
02.01.2023 04:30,0.000,-66.625
02.01.2023 04:45,0.000,-69.208
02.01.2023 05:00,0.000,-64.973
02.01.2023 05:15,0.000,-70.82
02.01.2023 05:30,0.000,-65.223
02.01.2023 05:45,0.000,-66.086
02.01.2023 06:00,0.000,-68.681
02.01.2023 06:15,0.000,-73.164
02.01.2023 06:30,0.000,-77.607
02.01.2023 06:45,0.000,-81.544
02.01.2023 07:00,0.000,-81.379
02.01.2023 07:15,0.000,-82.784
02.01.2023 07:30,0.000,-86.68
02.01.2023 07:45,0.000,-84.819
02.01.2023 08:00,0.000,-77.277
02.01.2023 08:15,0.000,-83.995
02.01.2023 08:30,0.000,-84.808
02.01.2023 08:45,0.000,-78.443
02.01.2023 09:00,0.000,-78.187
02.01.2023 09:15,0.000,-82.969
02.01.2023 09:30,0.000,-86.67
02.01.2023 09:45,0.000,-91.259
02.01.2023 10:00,0.000,-95.473
02.01.2023 10:15,0.000,-101.594
02.01.2023 10:30,0.000,-100.566
02.01.2023 10:45,0.000,-108.296
02.01.2023 11:00,0.000,-113.471
02.01.2023 11:15,0.000,-117.787
02.01.2023 11:30,0.000,-108.84
02.01.2023 11:45,0.000,-101.399
02.01.2023 12:00,0.000,-101.57
02.01.2023 12:15,0.000,-105.211
02.01.2023 12:30,0.000,-108.649
02.01.2023 12:45,0.000,-101.451
02.01.2023 13:00,0.000,-87.977
02.01.2023 13:15,0.000,-87.744
02.01.2023 13:30,0.000,-88.899
02.01.2023 13:45,0.000,-102.646
02.01.2023 14:00,0.000,-106.637
02.01.2023 14:15,0.000,-104.798
02.01.2023 14:30,0.000,-99.449
02.01.2023 14:45,0.000,-98.364
02.01.2023 15:00,0.000,-105.807
02.01.2023 15:15,0.000,-93.506
02.01.2023 15:30,0.000,-78.855
02.01.2023 15:45,0.000,-69.945
02.01.2023 16:00,0.000,-70.005
02.01.2023 16:15,0.000,-69.04
02.01.2023 16:30,0.000,-73.181
02.01.2023 16:45,0.000,-71.28
02.01.2023 17:00,0.000,-71.046
02.01.2023 17:15,0.000,-73.055
02.01.2023 17:30,0.000,-76.548
02.01.2023 17:45,0.000,-82.015
02.01.2023 18:00,0.000,-85.754
02.01.2023 18:15,0.000,-97.47
02.01.2023 18:30,0.000,-104.817
02.01.2023 18:45,0.000,-99.288
02.01.2023 19:00,0.000,-102.419
02.01.2023 19:15,0.000,-70.715
02.01.2023 19:30,0.000,-59.458
02.01.2023 19:45,0.000,-52.131
02.01.2023 20:00,0.000,-46.052
02.01.2023 20:15,0.000,-49.623
02.01.2023 20:30,0.000,-51.73
02.01.2023 20:45,0.000,-62.563
02.01.2023 21:00,0.000,-68.398
02.01.2023 21:15,0.000,-74.931
02.01.2023 21:30,0.000,-75.114
02.01.2023 21:45,0.000,-66.351
02.01.2023 22:00,0.000,-64.655
02.01.2023 22:15,0.000,-63.429
02.01.2023 22:30,0.000,-63.504
02.01.2023 22:45,0.000,-61.477
02.01.2023 23:00,0.000,-60.304
02.01.2023 23:15,8.82,-65.569
02.01.2023 23:30,10.177,-72.978
02.01.2023 23:45,10.177,-82.703
03.01.2023 00:00,2.035,-79.49
