timestamp,curtailment,residual load
03.01.2023 00:15,4.703,-81.132
03.01.2023 00:30,10.077,-80.24
03.01.2023 00:45,13.684,-70.33
03.01.2023 01:00,18.882,-64.395
03.01.2023 01:15,18.882,-59.194
03.01.2023 01:30,21.915,-61.074
03.01.2023 01:45,26.991,-68.526
03.01.2023 02:00,38.849,-77.655
03.01.2023 02:15,47.129,-85.068
03.01.2023 02:30,48.136,-84.913
03.01.2023 02:45,56.107,-80.229
03.01.2023 03:00,66.584,-74.733
03.01.2023 03:15,75.852,-78.102
03.01.2023 03:30,75.852,-85.044
03.01.2023 03:45,87.602,-80.528
03.01.2023 04:00,94.309,-77.814
03.01.2023 04:15,94.309,-79.965
03.01.2023 04:30,102.612,-67.666
03.01.2023 04:45,110.62,-58.403
03.01.2023 05:00,110.62,-56.328
03.01.2023 05:15,110.62,-48.637
03.01.2023 05:30,110.62,-48.776
03.01.2023 05:45,110.62,-45.874
03.01.2023 06:00,110.62,-50.075
03.01.2023 06:15,110.62,-47.382
03.01.2023 06:30,117.029,-48.589
03.01.2023 06:45,121.501,-54.077
03.01.2023 07:00,121.501,-65.071
03.01.2023 07:15,121.501,-72.09
03.01.2023 07:30,121.395,-74.256
03.01.2023 07:45,116.983,-73.298
03.01.2023 08:00,116.202,-70.297
03.01.2023 08:15,116.202,-72.186
03.01.2023 08:30,116.202,-68.934
03.01.2023 08:45,117.202,-74.427
03.01.2023 09:00,108.51,-77.195
03.01.2023 09:15,100.01,-76.2
03.01.2023 09:30,98.023,-76.518
03.01.2023 09:45,98.023,-71.258
03.01.2023 10:00,94.119,-74.408
03.01.2023 10:15,75.641,-75.332
03.01.2023 10:30,75.235,-69.717
03.01.2023 10:45,61.368,-68.606
03.01.2023 11:00,58.48,-61.749
03.01.2023 11:15,46.085,-64.13
03.01.2023 11:30,42.116,-64.299
03.01.2023 11:45,41.865,-63.416
03.01.2023 12:00,41.865,-64.157
03.01.2023 12:15,41.865,-64.775
03.01.2023 12:30,57.272,-64.266
03.01.2023 12:45,67.48,-64.231
03.01.2023 13:00,81.484,-68.59
03.01.2023 13:15,103.888,-79.669
03.01.2023 13:30,129.825,-85.784
03.01.2023 13:45,126.998,-88.818
03.01.2023 14:00,125.412,-91.906
03.01.2023 14:15,116.259,-89.246
03.01.2023 14:30,88.996,-90.549
03.01.2023 14:45,45.014,-96.28
03.01.2023 15:00,2.077,-103.782
03.01.2023 15:15,5.704,-109.575
03.01.2023 15:30,51.221,-107.882
03.01.2023 15:45,96.448,-102.482
03.01.2023 16:00,118.56,-94.769
03.01.2023 16:15,118.56,-86.611
03.01.2023 16:30,116.695,-79.184
03.01.2023 16:45,111.566,-70.639
03.01.2023 17:00,111.566,-60.573
03.01.2023 17:15,115.397,-66.162
03.01.2023 17:30,116.355,-72.324
03.01.2023 17:45,118.872,-71.227
03.01.2023 18:00,119.788,-70.874
03.01.2023 18:15,119.788,-72.641
03.01.2023 18:30,119.788,-71.344
03.01.2023 18:45,119.788,-72.627
03.01.2023 19:00,119.788,-76.547
03.01.2023 19:15,119.788,-77.129
03.01.2023 19:30,119.788,-72.277
03.01.2023 19:45,119.788,-67.272
03.01.2023 20:00,119.788,-67.872
03.01.2023 20:15,123.722,-65.82
03.01.2023 20:30,131.591,-61.151
03.01.2023 20:45,131.591,-50.396
03.01.2023 21:00,131.591,-45.534
03.01.2023 21:15,131.591,-52.195
03.01.2023 21:30,131.591,-58.882
03.01.2023 21:45,131.591,-59.476
03.01.2023 22:00,131.591,-58.164
03.01.2023 22:15,130.044,-60.569
03.01.2023 22:30,124.869,-61.131
03.01.2023 22:45,124.869,-61.835
03.01.2023 23:00,123.2,-63.673
03.01.2023 23:15,125.915,-61.009
03.01.2023 23:30,134.449,-54.276
03.01.2023 23:45,135.046,-53.807
04.01.2023 00:00,134.743,-23.513
04.01.2023 00:15,132.098,-26.087
04.01.2023 00:30,127.016,-26.633
04.01.2023 00:45,127.016,-25.476
04.01.2023 01:00,127.016,-28.123
04.01.2023 01:15,127.016,-29.093
04.01.2023 01:30,132.262,-30.596
04.01.2023 01:45,133.759,-33.292
04.01.2023 02:00,133.759,-34.573
04.01.2023 02:15,133.759,-34.516
04.01.2023 02:30,133.065,-35.036
04.01.2023 02:45,109.676,-34.051
04.01.2023 03:00,97.928,-32.881
04.01.2023 03:15,107.054,-32.789
04.01.2023 03:30,111.454,-33.17
04.01.2023 03:45,111.454,-34.41
04.01.2023 04:00,111.454,-33.646
04.01.2023 04:15,111.454,-37.4
04.01.2023 04:30,110.417,-38.01
04.01.2023 04:45,98.912,-42.107
04.01.2023 05:00,85.665,-44.164
04.01.2023 05:15,79.04,-46.893
04.01.2023 05:30,78.567,-48.303
04.01.2023 05:45,78.567,-47.074
04.01.2023 06:00,78.567,-46.592
04.01.2023 06:15,78.567,-54.07
04.01.2023 06:30,59.904,-56.436
04.01.2023 06:45,41.604,-59.174
04.01.2023 07:00,50.146,-58.923
04.01.2023 07:15,22.958,-59.732
04.01.2023 07:30,19.279,-59.257
04.01.2023 07:45,19.279,-58.856
04.01.2023 08:00,14.138,-61.447
04.01.2023 08:15,0.000,-63.397
04.01.2023 08:30,18.809,-66.661
04.01.2023 08:45,34.466,-66.608
04.01.2023 09:00,34.466,-65.009
04.01.2023 09:15,34.466,-66.77
04.01.2023 09:30,34.466,-66.864
04.01.2023 09:45,34.466,-68.937
04.01.2023 10:00,34.466,-69.991
04.01.2023 10:15,34.466,-71.148
04.01.2023 10:30,34.466,-72.07
04.01.2023 10:45,34.466,-68.638
04.01.2023 11:00,35.815,-64.864
04.01.2023 11:15,41.213,-64.604
04.01.2023 11:30,41.213,-61.136
04.01.2023 11:45,41.213,-59.245
04.01.2023 12:00,30.237,-55.936
04.01.2023 12:15,16.902,-54.733
04.01.2023 12:30,13.609,-55.632
04.01.2023 12:45,14.115,-56.62
04.01.2023 13:00,14.558,-57.874
04.01.2023 13:15,21.621,-55.109
04.01.2023 13:30,18.421,-55.011
04.01.2023 13:45,17.026,-58.411
04.01.2023 14:00,1.512,-58.621
04.01.2023 14:15,1.313,-59.396
04.01.2023 14:30,0.438,-64.484
04.01.2023 14:45,0.000,-74.216
04.01.2023 15:00,0.000,-79.907
04.01.2023 15:15,0.000,-87.371
04.01.2023 15:30,0.000,-93.344
04.01.2023 15:45,0.000,-93.577
04.01.2023 16:00,0.000,-88.778
04.01.2023 16:15,0.000,-89.961
04.01.2023 16:30,0.000,-83.95
04.01.2023 16:45,0.000,-85.616
04.01.2023 17:00,0.000,-78.677
04.01.2023 17:15,0.000,-80.5
04.01.2023 17:30,0.000,-83.771
04.01.2023 17:45,0.000,-82.272
04.01.2023 18:00,0.000,-79.588
04.01.2023 18:15,0.000,-74.86
04.01.2023 18:30,0.000,-67.652
04.01.2023 18:45,0.000,-63.429
04.01.2023 19:00,0.000,-61.088
04.01.2023 19:15,0.000,-58.956
04.01.2023 19:30,0.000,-57.928
04.01.2023 19:45,0.000,-54.923
04.01.2023 20:00,0.000,-52.763
04.01.2023 20:15,0.000,-48.476
04.01.2023 20:30,0.000,-49.042
04.01.2023 20:45,0.000,-49.815
04.01.2023 21:00,0.000,-49.639
04.01.2023 21:15,0.000,-47.726
04.01.2023 21:30,0.000,-55.037
04.01.2023 21:45,0.000,-63.235
04.01.2023 22:00,0.000,-80.001
04.01.2023 22:15,0.000,-87.888
04.01.2023 22:30,0.000,-86.927
04.01.2023 22:45,0.000,-90.138
04.01.2023 23:00,0.000,-93.561
04.01.2023 23:15,0.000,-90.206
04.01.2023 23:30,0.000,-87.017
04.01.2023 23:45,3.268,-85.453
05.01.2023 00:00,16.339,-87.037
05.01.2023 00:15,16.339,-77.064
05.01.2023 00:30,27.054,-75.088
05.01.2023 00:45,29.522,-75.827
05.01.2023 01:00,37.277,-83.434
05.01.2023 01:15,47.197,-100.532
05.01.2023 01:30,60.801,-121.315
05.01.2023 01:45,67.812,-125.283
05.01.2023 02:00,72.918,-135.302
05.01.2023 02:15,77.474,-129.667
05.01.2023 02:30,105.629,-134.254
05.01.2023 02:45,111.432,-124.211
05.01.2023 03:00,111.432,-128.071
05.01.2023 03:15,111.432,-131.824
05.01.2023 03:30,111.432,-135.748
05.01.2023 03:45,107.141,-134.608
05.01.2023 04:00,106.834,-123.935
05.01.2023 04:15,97.861,-129.068
05.01.2023 04:30,94.508,-133.287
05.01.2023 04:45,107.051,-124.507
05.01.2023 05:00,105.149,-133.526
05.01.2023 05:15,101.853,-142.724
05.01.2023 05:30,89.685,-135.245
05.01.2023 05:45,88.713,-134.151
05.01.2023 06:00,91.629,-127.439
05.01.2023 06:15,91.629,-127.83
05.01.2023 06:30,103.29,-135.401
05.01.2023 06:45,103.317,-141.527
05.01.2023 07:00,100.937,-134.353
05.01.2023 07:15,100.937,-132.823
05.01.2023 07:30,100.937,-131.76
05.01.2023 07:45,100.937,-134.69
05.01.2023 08:00,100.937,-132.432
05.01.2023 08:15,100.937,-136.225
05.01.2023 08:30,100.937,-135.265
05.01.2023 08:45,85.319,-145.563
05.01.2023 09:00,71.976,-146.332
05.01.2023 09:15,73.308,-147.944
05.01.2023 09:30,73.308,-145.06
05.01.2023 09:45,73.308,-145.482
05.01.2023 10:00,53.636,-138.752
05.01.2023 10:15,41.808,-133.574
05.01.2023 10:30,41.935,-134.378
05.01.2023 10:45,38.367,-137.133
05.01.2023 11:00,36.85,-132.882
05.01.2023 11:15,44.216,-134.411
05.01.2023 11:30,64.741,-127.929
05.01.2023 11:45,70.381,-127.016
05.01.2023 12:00,88.58,-128.134
05.01.2023 12:15,89.917,-148.12
05.01.2023 12:30,89.917,-135.555
05.01.2023 12:45,89.917,-132.448
05.01.2023 13:00,89.917,-132.877
05.01.2023 13:15,89.917,-130.255
05.01.2023 13:30,59.853,-135.063
05.01.2023 13:45,61.286,-133.987
05.01.2023 14:00,66.308,-136.586
05.01.2023 14:15,55.687,-134.216
05.01.2023 14:30,40.143,-124.559
05.01.2023 14:45,36.868,-127.319
05.01.2023 15:00,27.796,-125.596
05.01.2023 15:15,7.255,-124.629
05.01.2023 15:30,0.000,-132.906
05.01.2023 15:45,0.000,-129.259
05.01.2023 16:00,0.000,-122.956
05.01.2023 16:15,0.000,-118.243
05.01.2023 16:30,0.000,-116.594
05.01.2023 16:45,0.000,-111.19
05.01.2023 17:00,0.000,-104.876
05.01.2023 17:15,0.000,-120.604
05.01.2023 17:30,0.000,-129.647
05.01.2023 17:45,0.000,-114.209
05.01.2023 18:00,0.000,-103.037
05.01.2023 18:15,0.000,-108.927
05.01.2023 18:30,0.000,-113.483
05.01.2023 18:45,0.000,-97.205
05.01.2023 19:00,0.000,-76.366
05.01.2023 19:15,0.000,-56.45
05.01.2023 19:30,0.000,-42.884
05.01.2023 19:45,0.000,-34.285
05.01.2023 20:00,0.000,-33.025
05.01.2023 20:15,0.000,-32.219
05.01.2023 20:30,0.000,-31.473
05.01.2023 20:45,0.000,-35.642
05.01.2023 21:00,0.000,-45.674
05.01.2023 21:15,0.000,-50.904
05.01.2023 21:30,0.000,-64.925
05.01.2023 21:45,0.000,-75.705
05.01.2023 22:00,0.000,-77.516
05.01.2023 22:15,0.000,-71.759
05.01.2023 22:30,0.000,-69.892
05.01.2023 22:45,0.000,-73.991
05.01.2023 23:00,0.000,-84.009
05.01.2023 23:15,0.000,-86.996
05.01.2023 23:30,0.000,-85.109
05.01.2023 23:45,0.000,-78.761
06.01.2023 00:00,0.000,-64.444
06.01.2023 00:15,0.000,-62.409
06.01.2023 00:30,0.000,-61.761
06.01.2023 00:45,0.000,-62.336
06.01.2023 01:00,0.000,-62.151
06.01.2023 01:15,0.000,-61.832
06.01.2023 01:30,0.000,-64.494
06.01.2023 01:45,0.000,-64.991
06.01.2023 02:00,0.000,-68.234
06.01.2023 02:15,1.681,-69.998
06.01.2023 02:30,6.303,-68.279
06.01.2023 02:45,6.303,-68.389
06.01.2023 03:00,6.303,-69.737
06.01.2023 03:15,6.303,-74.525
06.01.2023 03:30,4.202,-79.889
06.01.2023 03:45,0.000,-78.548
06.01.2023 04:00,0.000,-72.015
06.01.2023 04:15,0.000,-63.774
06.01.2023 04:30,0.000,-62.422
06.01.2023 04:45,0.000,-62.237
06.01.2023 05:00,9.86,-60.248
06.01.2023 05:15,12.324,-56.205
06.01.2023 05:30,12.324,-49.89
06.01.2023 05:45,12.324,-47.85
06.01.2023 06:00,12.324,-45.571
06.01.2023 06:15,12.324,-38.366
06.01.2023 06:30,12.324,-45.74
06.01.2023 06:45,12.324,-53.732
06.01.2023 07:00,12.324,-53.575
06.01.2023 07:15,12.324,-48.153
06.01.2023 07:30,12.324,-35.377
06.01.2023 07:45,12.324,-30.972
06.01.2023 08:00,12.324,-35.773
06.01.2023 08:15,12.324,-39.543
06.01.2023 08:30,12.324,-40.051
06.01.2023 08:45,12.324,-43.428
06.01.2023 09:00,12.324,-46.91
06.01.2023 09:15,12.324,-52.303
06.01.2023 09:30,12.324,-55.37
06.01.2023 09:45,6.573,-60.255
06.01.2023 10:00,0.000,-62.507
06.01.2023 10:15,0.000,-67.024
06.01.2023 10:30,7.862,-61.061
06.01.2023 10:45,12.28,-57.613
06.01.2023 11:00,8.5,-47.346
06.01.2023 11:15,6.974,-63.065
06.01.2023 11:30,2.789,-71.342
06.01.2023 11:45,0.000,-67.61
06.01.2023 12:00,0.000,-67.14
06.01.2023 12:15,0.000,-66.371
06.01.2023 12:30,0.000,-64.037
06.01.2023 12:45,0.000,-65.812
06.01.2023 13:00,0.000,-70.906
06.01.2023 13:15,0.000,-57.685
06.01.2023 13:30,0.000,-43.05
06.01.2023 13:45,0.000,-42.274
06.01.2023 14:00,0.000,-53.335
06.01.2023 14:15,0.000,-54.484
06.01.2023 14:30,0.000,-53.693
06.01.2023 14:45,0.000,-47.109
06.01.2023 15:00,0.000,-37.361
06.01.2023 15:15,0.000,-29.142
06.01.2023 15:30,0.000,-29.209
06.01.2023 15:45,0.000,-31.796
06.01.2023 16:00,0.000,-33.156
06.01.2023 16:15,0.000,-34.101
06.01.2023 16:30,0.000,-34.067
06.01.2023 16:45,0.000,-31.846
06.01.2023 17:00,0.000,-29.972
06.01.2023 17:15,0.000,-29.821
06.01.2023 17:30,0.000,-31.563
06.01.2023 17:45,0.000,-29.726
06.01.2023 18:00,0.000,-28.478
06.01.2023 18:15,0.000,-30.084
06.01.2023 18:30,0.000,-31.949
06.01.2023 18:45,0.000,-22.623
06.01.2023 19:00,0.000,-17.976
06.01.2023 19:15,0.000,-15.422
06.01.2023 19:30,0.000,-12.352
06.01.2023 19:45,0.000,-11.363
06.01.2023 20:00,0.000,-14.02
06.01.2023 20:15,0.000,-10.941
06.01.2023 20:30,0.000,-10.727
06.01.2023 20:45,0.000,-11.736
06.01.2023 21:00,0.000,-33.629
06.01.2023 21:15,0.000,-54.171
06.01.2023 21:30,0.000,-81.97
06.01.2023 21:45,0.000,-60.502
06.01.2023 22:00,0.000,-60.94
06.01.2023 22:15,0.000,-38.857
06.01.2023 22:30,0.000,-23.524
06.01.2023 22:45,0.000,-19.501
06.01.2023 23:00,0.000,-19.264
06.01.2023 23:15,0.000,-21.628
06.01.2023 23:30,0.000,-24.831
06.01.2023 23:45,0.000,-20.545
07.01.2023 00:00,0.000,-50.354
07.01.2023 00:15,0.000,-48.655
07.01.2023 00:30,0.000,-52.37
07.01.2023 00:45,0.000,-52.403
07.01.2023 01:00,0.000,-52.745
07.01.2023 01:15,0.000,-50.66
07.01.2023 01:30,0.000,-50.669
07.01.2023 01:45,0.000,-55.625
07.01.2023 02:00,0.000,-58.193
07.01.2023 02:15,0.000,-67.415
07.01.2023 02:30,0.000,-69.924
07.01.2023 02:45,0.000,-59.525
07.01.2023 03:00,0.000,-59.581
07.01.2023 03:15,0.000,-62.19
07.01.2023 03:30,0.000,-66.496
07.01.2023 03:45,0.000,-64.846
07.01.2023 04:00,0.000,-63.528
07.01.2023 04:15,0.000,-63.798
07.01.2023 04:30,0.000,-65.828
07.01.2023 04:45,0.000,-64.387
07.01.2023 05:00,0.000,-63.53
07.01.2023 05:15,0.000,-59.785
07.01.2023 05:30,0.000,-54.212
07.01.2023 05:45,0.000,-49.492
07.01.2023 06:00,0.000,-46.773
07.01.2023 06:15,0.000,-44.403
07.01.2023 06:30,0.000,-41.682
07.01.2023 06:45,0.000,-37.917
07.01.2023 07:00,0.000,-36.722
07.01.2023 07:15,0.000,-37.887
07.01.2023 07:30,0.000,-42.715
07.01.2023 07:45,0.000,-47.105
07.01.2023 08:00,0.000,-50.604
07.01.2023 08:15,0.000,-54.195
07.01.2023 08:30,0.000,-63.877
07.01.2023 08:45,0.000,-69.498
07.01.2023 09:00,0.000,-76.063
07.01.2023 09:15,0.000,-82.957
07.01.2023 09:30,0.000,-89.331
07.01.2023 09:45,0.000,-86.539
07.01.2023 10:00,0.000,-78.734
07.01.2023 10:15,0.000,-69.018
07.01.2023 10:30,0.000,-81.971
07.01.2023 10:45,0.000,-83.477
07.01.2023 11:00,0.000,-82.993
07.01.2023 11:15,0.000,-88.67
07.01.2023 11:30,0.000,-87.853
07.01.2023 11:45,0.000,-89.525
07.01.2023 12:00,0.000,-100.192
07.01.2023 12:15,0.000,-104.122
07.01.2023 12:30,0.000,-91.287
07.01.2023 12:45,0.000,-93.67
07.01.2023 13:00,0.000,-94.946
07.01.2023 13:15,0.000,-100.25
07.01.2023 13:30,0.000,-98.008
07.01.2023 13:45,0.000,-96.225
07.01.2023 14:00,0.000,-91.982
07.01.2023 14:15,0.000,-92.141
07.01.2023 14:30,0.000,-81.093
07.01.2023 14:45,0.000,-83.041
07.01.2023 15:00,0.000,-86.511
07.01.2023 15:15,0.000,-79.678
07.01.2023 15:30,0.000,-84.086
07.01.2023 15:45,0.000,-76.378
07.01.2023 16:00,0.000,-83.149
07.01.2023 16:15,0.000,-90.54
07.01.2023 16:30,0.000,-93.145
07.01.2023 16:45,0.000,-80.628
07.01.2023 17:00,0.000,-87.338
07.01.2023 17:15,0.000,-80.262
07.01.2023 17:30,0.000,-86.89
07.01.2023 17:45,0.000,-89.148
07.01.2023 18:00,0.000,-86.404
07.01.2023 18:15,0.000,-82.435
07.01.2023 18:30,0.000,-91.746
07.01.2023 18:45,0.000,-90.411
07.01.2023 19:00,0.000,-89.617
07.01.2023 19:15,0.000,-82.149
07.01.2023 19:30,0.000,-77.562
07.01.2023 19:45,0.000,-70.793
07.01.2023 20:00,0.000,-63.135
07.01.2023 20:15,0.000,-53.34
07.01.2023 20:30,0.000,-52.06
07.01.2023 20:45,0.000,-48.227
07.01.2023 21:00,0.000,-37.228
07.01.2023 21:15,0.000,-38.375
07.01.2023 21:30,0.000,-35.383
07.01.2023 21:45,0.000,-35.275
07.01.2023 22:00,0.000,-35.775
07.01.2023 22:15,0.000,-39.162
07.01.2023 22:30,0.000,-33.988
07.01.2023 22:45,0.000,-30.643
07.01.2023 23:00,0.000,-27.1
07.01.2023 23:15,0.000,-23.016
07.01.2023 23:30,0.000,-23.95
07.01.2023 23:45,0.000,-26.651
